# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-4 -3 8 a76a0f
-3 -3 8 135855
-2 -3 8 175a31
-1 -3 8 18445f
-5 -2 8 975e07
-4 -2 8 0d5233
-3 -2 8 0d5233
-2 -2 8 0d5233
-1 -2 8 1c5a45
-5 -1 8 0d170c
-4 -1 8 83510a
-3 -1 8 0b334d
-2 -1 8 0b334d
-1 -1 8 204454
-5 -4 9 131d12
-4 -4 9 0d170c
-3 -4 9 0d170c
-2 -4 9 0d170c
-1 -4 9 0d170c
-6 -3 9 04110a
-5 -3 9 042512
-4 -3 9 0b5a44
-3 -3 9 1f674f
-2 -3 9 135855
-1 -3 9 27521a
-6 -2 9 0d170c
-5 -2 9 013626
-4 -2 9 0d5233
-6 -1 9 0d170c
-5 -1 9 052b36
-4 -1 9 052b36
-6 -4 10 0d170c
-5 -4 10 0d170c
-4 -4 10 0d170c
-3 -4 10 0d170c
-2 -4 10 0d170c
-1 -4 10 131d12
-7 -3 10 04110a
-6 -3 10 0d170c
-5 -3 10 032203
-4 -3 10 1c5a45
-3 -3 10 4e6f52
-2 -3 10 8ba160
-1 -3 10 dfa11a
-7 -2 10 0d170c
-6 -2 10 09301d
-5 -2 10 073913
-7 -1 10 05080d
-6 -1 10 191a1f
-5 -1 10 013626
-7 -4 11 0d170c
-6 -4 11 0d170c
-5 -4 11 0d170c
-4 -4 11 0d170c
-3 -4 11 0d170c
-2 -4 11 0d170c
-1 -4 11 0d170c
-7 -3 11 0d170c
-6 -3 11 1d5109
-5 -3 11 1d5923
-4 -3 11 6ca254
-3 -3 11 172516
-2 -3 11 172516
-1 -3 11 5e8b2c
-7 -2 11 04110a
-6 -2 11 1b420b
-7 -1 11 0d170c
-6 -1 11 272612
-7 -4 12 040905
-6 -4 12 0d170c
-5 -4 12 0d170c
-4 -4 12 131d12
-3 -4 12 0d170c
-2 -4 12 0d170c
-8 -3 12 0d170c
-7 -3 12 2e3732
-6 -3 12 3b914a
-5 -3 12 ace0a2
-4 -3 12 0d170c
-3 -3 12 040905
-2 -3 12 040905
-8 -2 12 0d170c
-7 -2 12 1b340a
-8 -1 12 04110a
-7 -1 12 fca522
-8 -4 13 0d170c
-7 -4 13 04110a
-6 -4 13 0d170c
-5 -4 13 131d12
-4 -4 13 131d12
-8 -3 13 0d170c
-7 -3 13 76d59d
-6 -3 13 aee2bc
-5 -3 13 c5821a
-4 -3 13 040905
-3 -3 13 040905
-8 -2 13 0d170c
-7 -2 13 131d12
-8 -1 13 04110a
-7 -1 13 3a4a47
-8 -4 14 0d170c
-7 -4 14 0d170c
-6 -4 14 0d170c
-5 -4 14 131d12
-4 -4 14 04110a
-8 -3 14 0d170c
-7 -3 14 97bfb6
-6 -3 14 99d1b6
-5 -3 14 995204
-4 -3 14 040905
-8 -2 14 0d170c
-8 -1 14 213e3a
-8 -4 15 0d170c
-7 -4 15 0d170c
-6 -4 15 0d170c
-5 -4 15 0d170c
-8 -3 15 0d170c
-7 -3 15 8ebfa1
-6 -3 15 97bfb6
-5 -3 15 c5821a
-8 -2 15 0e1317
-8 -1 15 191a1f
0 -4 7 04110a
0 -3 7 0d170c
1 -3 7 042512
2 -3 7 0d170c
0 -2 7 0d170c
1 -2 7 0d170c
2 -2 7 040905
3 -2 7 04110a
0 -1 7 040905
1 -1 7 04110a
2 -1 7 04110a
3 -1 7 04110a
0 -4 8 04110a
1 -4 8 0d170c
2 -4 8 0d170c
3 -4 8 0d170c
0 -3 8 213e3a
1 -3 8 146c18
2 -3 8 2b8928
3 -3 8 0d170c
4 -3 8 0d170c
0 -2 8 165041
1 -2 8 10893c
2 -2 8 20911b
3 -2 8 207821
4 -2 8 0d170c
5 -2 8 0d170c
0 -1 8 235657
1 -1 8 238b74
2 -1 8 3bcc19
3 -1 8 1cbd17
4 -1 8 040905
5 -1 8 04110a
0 -4 9 0d170c
1 -4 9 0d170c
2 -4 9 0d170c
3 -4 9 040905
4 -4 9 0d170c
5 -4 9 0d170c
0 -3 9 134a23
1 -3 9 1f680f
2 -3 9 2d940d
3 -3 9 2d9d17
4 -3 9 2e8034
5 -3 9 040905
6 -3 9 0d170c
3 -2 9 207821
4 -2 9 1e632d
5 -2 9 0d170c
6 -2 9 0d170c
4 -1 9 196268
5 -1 9 0d170c
6 -1 9 04110a
0 -4 10 131d12
1 -4 10 131d12
2 -4 10 0d170c
3 -4 10 0d170c
4 -4 10 0d170c
5 -4 10 0d170c
6 -4 10 0d170c
0 -3 10 dfa11a
1 -3 10 252e29
2 -3 10 102624
3 -3 10 467f4a
4 -3 10 1a742c
5 -3 10 1d5923
6 -3 10 0d170c
5 -2 10 0d3d3d
6 -2 10 0d170c
5 -1 10 162937
6 -1 10 04110a
0 -4 11 0d170c
1 -4 11 131d12
2 -4 11 131d12
3 -4 11 131d12
4 -4 11 0d170c
5 -4 11 0d170c
6 -4 11 0d170c
0 -3 11 0d170c
1 -3 11 369402
2 -3 11 d69716
3 -3 11 a76a0f
4 -3 11 1b340a
5 -3 11 194b2e
6 -3 11 09301d
7 -3 11 0d170c
6 -2 11 0d3d3d
7 -2 11 04110a
6 -1 11 073913
7 -1 11 04110a
2 -4 12 0d170c
3 -4 12 131d12
4 -4 12 0d170c
5 -4 12 0d170c
6 -4 12 040905
7 -4 12 040905
1 -3 12 0d170c
2 -3 12 171904
3 -3 12 537e37
4 -3 12 c5a725
5 -3 12 042512
6 -3 12 0a2c09
7 -3 12 040905
7 -2 12 0b1b28
7 -1 12 1b340a
3 -4 13 0d170c
4 -4 13 131d12
5 -4 13 0d170c
6 -4 13 0d170c
7 -4 13 0f0c00
3 -3 13 040905
4 -3 13 04110a
5 -3 13 586039
6 -3 13 0d170c
7 -3 13 131d12
8 -3 13 040905
7 -2 13 877418
8 -2 13 0d170c
7 -1 13 2c3a21
8 -1 13 0d170c
4 -4 14 0d170c
5 -4 14 131d12
6 -4 14 0d170c
7 -4 14 0f0c00
4 -3 14 040905
5 -3 14 172516
6 -3 14 172516
7 -3 14 171904
8 -3 14 0d170c
7 -2 14 dcc140
8 -2 14 131d12
7 -1 14 535820
8 -1 14 131d12
4 -4 15 0f0c00
5 -4 15 131d12
6 -4 15 0d170c
7 -4 15 040905
8 -4 15 0d170c
4 -3 15 040905
5 -3 15 e8a725
6 -3 15 2c3a21
7 -3 15 e99000
8 -3 15 131d12
8 -2 15 131d12
8 -1 15 0d170c
-4 0 1 bc7911
-3 0 1 c5821a
-3 0 2 bc7911
-3 0 7 0d170c
-2 0 7 04110a
-1 0 7 040905
-3 1 7 04110a
-2 1 7 04110a
-1 1 7 04110a
-3 2 7 0d170c
-2 2 7 04110a
-1 2 7 04110a
-5 0 8 0d170c
-4 0 8 0d170c
-3 0 8 1f2b1f
-2 0 8 58625a
-1 0 8 56654e
-5 1 8 04110a
-4 1 8 04110a
-3 1 8 476b47
-2 1 8 4e6f52
-1 1 8 4e6f52
-5 2 8 04110a
-4 2 8 0d170c
-3 2 8 0d170c
-2 2 8 4e6f52
-1 2 8 5e8350
-3 3 8 0d170c
-2 3 8 0d170c
-1 3 8 0d170c
-6 0 9 040905
-5 0 9 103231
-4 0 9 131d12
-6 1 9 0d170c
-5 1 9 2e3732
-4 1 9 4e6f52
-6 2 9 0d170c
-5 2 9 04110a
-4 2 9 355337
-3 2 9 3f6a35
-2 2 9 48743f
-1 2 9 5e8350
-5 3 9 0d170c
-4 3 9 0d170c
-3 3 9 0d170c
-2 3 9 0d170c
-1 3 9 131d12
-7 0 10 0d170c
-6 0 10 1a742c
-5 0 10 0d5233
-7 1 10 04110a
-6 1 10 040905
-5 1 10 04110a
-7 2 10 0d170c
-6 2 10 04110a
-5 2 10 284d2e
-4 2 10 284d2e
-3 2 10 475e41
-2 2 10 5e8350
-1 2 10 27521a
-6 3 10 040905
-5 3 10 04110a
-4 3 10 0d170c
-3 3 10 131d12
-2 3 10 172516
-1 3 10 1f2b1f
-7 0 11 04110a
-6 0 11 475e41
-7 1 11 0d170c
-6 1 11 252e29
-7 2 11 04110a
-6 2 11 334340
-5 2 11 252e29
-4 2 11 355337
-3 2 11 4c6915
-2 2 11 1f2b1f
-1 2 11 398602
-7 3 11 0d170c
-6 3 11 0d170c
-5 3 11 0d170c
-4 3 11 131d12
-3 3 11 252e29
-2 3 11 1f2b1f
-1 3 11 2e3732
-8 0 12 04110a
-7 0 12 ffc023
-8 1 12 04110a
-7 1 12 172516
-8 2 12 0d170c
-7 2 12 2d9d17
-6 2 12 2b6626
-5 2 12 4a5247
-4 2 12 415c19
-3 2 12 0a2c09
-2 2 12 36540c
-7 3 12 040905
-6 3 12 0d170c
-5 3 12 131d12
-4 3 12 1f2b1f
-3 3 12 252e29
-2 3 12 21381c
-8 0 13 0d170c
-7 0 13 ffc930
-8 1 13 0d170c
-7 1 13 252e29
-8 2 13 0d170c
-7 2 13 2ca80c
-6 2 13 48743f
-5 2 13 163621
-4 2 13 1b340a
-3 2 13 425100
-8 3 13 0d170c
-7 3 13 0d170c
-6 3 13 0d170c
-5 3 13 172516
-4 3 13 252e29
-8 0 14 415d4e
-8 1 14 355337
-8 2 14 0d170c
-7 2 14 346f1f
-6 2 14 39743a
-5 2 14 102624
-4 2 14 515405
-8 3 14 0d170c
-7 3 14 0d170c
-6 3 14 0d170c
-5 3 14 1f2b1f
-4 3 14 040905
-8 0 15 455353
-8 1 15 3a4a47
-8 2 15 0d170c
-7 2 15 2b6626
-6 2 15 34623b
-5 2 15 0d170c
-8 3 15 040905
-7 3 15 0d170c
-6 3 15 0d170c
-5 3 15 172516
6 0 1 c5821a
7 0 1 c5821a
8 0 1 c5821a
5 1 1 c5821a
6 1 1 bc7911
7 1 1 bc7911
8 1 1 bc7911
5 2 1 c5821a
6 2 1 c5821a
7 2 1 bc7911
8 2 1 bc7911
5 0 2 c5821a
6 0 2 c5821a
7 0 2 d69716
8 0 2 c5821a
9 0 2 c5821a
5 1 2 c5821a
8 1 2 bc7911
9 1 2 bc7911
10 1 2 bc7911
5 2 2 d69716
6 2 2 d69716
7 2 2 d69716
8 2 2 c5821a
9 2 2 bc7911
10 2 2 bc7911
6 3 2 dfa11a
7 3 2 d69716
8 3 2 d08d24
9 3 2 c5821a
5 0 3 c5821a
6 0 3 d69716
7 0 3 dfa11a
8 0 3 d69716
9 0 3 d69716
10 0 3 c5821a
11 0 3 c5821a
4 1 3 c5821a
5 1 3 c5821a
7 1 3 dfa11a
8 1 3 d69716
10 1 3 bc7911
11 1 3 bc7911
4 2 3 d69716
5 2 3 d69716
6 2 3 dfa11a
7 2 3 dfa11a
8 2 3 dfa11a
9 2 3 dfa11a
10 2 3 bc7911
11 2 3 af7a08
8 3 3 dfa11a
9 3 3 d69716
10 3 3 d69716
4 0 4 c5821a
5 0 4 d08d24
6 0 4 dfa11a
7 0 4 dfa11a
9 0 4 dfa11a
10 0 4 d69716
11 0 4 d49009
4 1 4 c5821a
7 1 4 e99000
8 1 4 dfa11a
9 1 4 dfa11a
10 1 4 dfa11a
11 1 4 c48d0c
4 2 4 d69716
5 2 4 dfa11a
6 2 4 dfa11a
7 2 4 dfa11a
8 2 4 dfa11a
9 2 4 dfa11a
10 2 4 e8a725
11 2 4 bd6d0c
5 3 4 dfa11a
10 3 4 dfa11a
4 0 5 c5821a
5 0 5 d69716
6 0 5 d69716
3 1 5 c5821a
4 1 5 bc7911
6 1 5 dfa11a
7 1 5 dfa11a
11 1 5 dfa11a
3 2 5 d69716
4 2 5 dfa11a
5 2 5 dfa11a
6 2 5 dfa11a
5 3 5 dfa11a
3 0 6 b67413
4 0 6 c5821a
5 0 6 d69716
6 0 6 dfa11a
3 1 6 bc7911
6 1 6 dfa11a
3 2 6 d49009
4 2 6 dfa11a
5 2 6 dfa11a
6 2 6 dfa11a
4 3 6 dfa11a
5 3 6 dfa11a
0 0 7 04110a
1 0 7 04110a
2 0 7 040905
3 0 7 995204
4 0 7 b67413
5 0 7 d49009
0 1 7 040905
1 1 7 04110a
2 1 7 8b5f06
5 1 7 dfa11a
6 1 7 dfa11a
0 2 7 040905
1 2 7 04110a
2 2 7 a06b05
3 2 7 d69716
4 2 7 dfa11a
5 2 7 dfa11a
3 3 7 d69716
4 3 7 dfa11a
0 0 8 56654e
1 0 8 4a5247
2 0 8 4a5247
3 0 8 4a5247
4 0 8 5e390c
5 0 8 bc7911
0 1 8 476b47
1 1 8 475e41
2 1 8 475e41
3 1 8 3f6a35
4 1 8 3f6a35
5 1 8 d69716
0 2 8 4e6f52
1 2 8 476b47
2 2 8 3f6a35
3 2 8 31591b
4 2 8 c48d0c
5 2 8 d69716
0 3 8 0d170c
1 3 8 0d170c
2 3 8 0d170c
3 3 8 af7a08
4 3 8 c48d0c
4 0 9 1d5109
5 0 9 0d170c
6 0 9 04110a
3 1 9 3f6a35
4 1 9 3a4a47
5 1 9 0d170c
6 1 9 0d170c
0 2 9 558048
1 2 9 426f2a
2 2 9 375229
3 2 9 36540c
4 2 9 376a0d
5 2 9 0d170c
0 3 9 131d12
1 3 9 0d170c
2 3 9 0d170c
3 3 9 04110a
4 3 9 0d170c
5 3 9 0d170c
5 0 10 398a2d
6 0 10 040905
5 1 10 1d5109
6 1 10 04110a
0 2 10 191a1f
1 2 10 0a2c09
2 2 10 1f2b1f
3 2 10 233c00
4 2 10 2e6b04
5 2 10 40a01a
6 2 10 0d170c
0 3 10 1f2b1f
1 3 10 1f2b1f
2 3 10 172516
3 3 10 0d170c
4 3 10 171904
5 3 10 0d170c
6 3 10 0d170c
6 0 11 1a742c
7 0 11 0d170c
6 1 11 1f680f
7 1 11 04110a
0 2 11 5a9c06
1 2 11 4c8719
2 2 11 d08d24
3 2 11 d08d24
4 2 11 314900
5 2 11 3bcc19
6 2 11 1e7b08
7 2 11 0d170c
0 3 11 252e29
1 3 11 252e29
2 3 11 252e29
3 3 11 172516
4 3 11 0d170c
5 3 11 0d170c
6 3 11 0d170c
7 0 12 134a23
8 0 12 040905
7 1 12 0b3c05
1 2 12 482c04
2 2 12 2a1600
3 2 12 523708
4 2 12 d08d24
5 2 12 2c3a21
6 2 12 33890c
7 2 12 0d170c
2 3 12 252e29
3 3 12 252e29
4 3 12 172516
5 3 12 0d170c
6 3 12 0d170c
7 3 12 040905
7 0 13 163621
8 0 13 0d170c
7 1 13 134a23
8 1 13 040905
3 2 13 c49336
4 2 13 040905
5 2 13 475e41
6 2 13 54a927
7 2 13 1d5109
8 2 13 0d170c
3 3 13 131d12
4 3 13 1f2b1f
5 3 13 131d12
6 3 13 0d170c
7 3 13 0d170c
7 0 14 172516
8 0 14 040905
7 1 14 233c00
8 1 14 131d12
4 2 14 e99000
5 2 14 c5821a
6 2 14 375229
7 2 14 27521a
8 2 14 131d12
4 3 14 131d12
5 3 14 131d12
6 3 14 0d170c
7 3 14 0d170c
8 0 15 131d12
8 1 15 131d12
4 2 15 bd6d0c
5 2 15 d08d24
6 2 15 6f985c
7 2 15 1b420b
8 2 15 172516
4 3 15 04110a
5 3 15 131d12
6 3 15 0d170c
7 3 15 040905
8 3 15 131d12
-8 -4 16 0d170c
-7 -4 16 0d170c
-6 -4 16 0d170c
-5 -4 16 0d170c
-8 -3 16 131d12
-7 -3 16 99bfaa
-6 -3 16 97bfb6
-5 -3 16 c5821a
-8 -2 16 05080d
-8 -1 16 12151e
-8 -4 17 131d12
-7 -4 17 131d12
-6 -4 17 0d170c
-5 -4 17 0d170c
-4 -4 17 040905
-8 -3 17 131d12
-7 -3 17 8ebfa1
-6 -3 17 97bfb6
-5 -3 17 bc7911
-4 -3 17 716706
-8 -2 17 05080d
-8 -1 17 12151e
-8 -4 18 131d12
-7 -4 18 040905
-6 -4 18 0d170c
-5 -4 18 0d170c
-4 -4 18 040905
-8 -3 18 172516
-7 -3 18 619f78
-6 -3 18 7f998c
-5 -3 18 a76a0f
-4 -3 18 637418
-8 -2 18 1f2b1f
-8 -1 18 1f2b1f
-7 -4 19 172516
-6 -4 19 131d12
-5 -4 19 0d170c
-4 -4 19 0d170c
-3 -4 19 040905
-8 -3 19 1f2b1f
-7 -3 19 4e6f52
-6 -3 19 398a2d
-5 -3 19 1f2b1f
-4 -3 19 40a01a
-3 -3 19 c1b81f
-2 -3 19 c48d0c
-8 -2 19 040905
-7 -2 19 06501b
-8 -1 19 252e29
-7 -1 19 134a23
-7 -4 20 05080d
-6 -4 20 040905
-5 -4 20 0d170c
-4 -4 20 0d170c
-3 -4 20 0d170c
-2 -4 20 0d170c
-1 -4 20 040905
-7 -3 20 04110a
-6 -3 20 376a0d
-5 -3 20 4d6503
-4 -3 20 303800
-3 -3 20 0e1317
-2 -3 20 1a3c2b
-1 -3 20 3b2c0b
-7 -2 20 252e29
-6 -2 20 052b36
-7 -1 20 04110a
-6 -4 21 172516
-5 -4 21 172516
-4 -4 21 0d170c
-3 -4 21 0d170c
-2 -4 21 0d170c
-1 -4 21 0d170c
-7 -3 21 1f2b1f
-6 -3 21 303800
-5 -3 21 36540c
-4 -3 21 3b4200
-3 -3 21 69590e
-2 -3 21 ffd91c
-1 -3 21 298506
-7 -2 21 252e29
-6 -2 21 1f2b1f
-7 -1 21 252e29
-6 -1 21 040905
-1 -5 22 147700
-5 -4 22 172516
-4 -4 22 040905
-3 -4 22 0d170c
-2 -4 22 04110a
-1 -4 22 040905
-6 -3 22 1f2b1f
-5 -3 22 09301d
-4 -3 22 171904
-3 -3 22 303800
-2 -3 22 ada342
-1 -3 22 b19d56
-6 -2 22 1f2b1f
-5 -2 22 103231
-4 -2 22 a76a0f
-6 -1 22 172516
-5 -1 22 0d170c
-4 -1 22 131d12
-1 -7 23 1e7b08
-2 -6 23 1e7b08
-1 -6 23 1e7b08
-3 -5 23 156a05
-2 -5 23 156a05
-1 -5 23 147700
-4 -4 23 04110a
-3 -4 23 0e5d02
-2 -4 23 0b3c05
-1 -4 23 0b3c05
-5 -3 23 1f2b1f
-4 -3 23 0d170c
-3 -3 23 6c5b3d
-2 -3 23 96911c
-1 -3 23 c5a725
-5 -2 23 172516
-4 -2 23 040905
-3 -2 23 e18e16
-2 -2 23 3b2c0b
-1 -2 23 69590e
-5 -1 23 172516
-4 -1 23 367668
-3 -1 23 846537
-2 -1 23 102624
-1 -1 23 103231
-2 -7 24 156a05
-1 -7 24 156a05
-3 -6 24 1e7b08
-2 -6 24 156a05
-1 -6 24 156a05
-4 -5 24 1e7b08
-3 -5 24 156a05
-4 -4 24 1e7b08
-3 -4 24 156a05
-4 -3 24 156a05
-2 -3 24 8b7d02
-1 -3 24 948810
-4 -2 24 156a05
-2 -2 24 3b2c0b
-1 -2 24 69590e
-4 -1 24 0e5d02
-3 -1 24 403b28
-2 -1 24 163621
-1 -1 24 103231
-3 -7 25 156a05
-2 -7 25 156a05
-1 -7 25 156a05
-4 -6 25 1e7b08
-3 -6 25 1e7b08
-2 -6 25 156a05
-4 -5 25 1e7b08
-4 -4 25 1e7b08
-5 -3 25 1e7b08
-4 -3 25 1e7b08
-5 -2 25 1e7b08
-5 -1 25 1e7b08
-3 -7 26 156a05
-2 -7 26 156a05
-1 -7 26 156a05
-4 -6 26 1e7b08
-3 -6 26 1e7b08
-2 -6 26 156a05
-4 -5 26 1e7b08
-4 -4 26 1e7b08
-5 -3 26 1e7b08
-5 -2 26 1e7b08
-5 -1 26 1e7b08
-2 -7 27 156a05
-1 -7 27 156a05
-4 -6 27 1e7b08
-3 -6 27 1e7b08
-2 -6 27 156a05
-4 -5 27 1e7b08
-4 -4 27 1e7b08
-4 -3 27 1e7b08
-5 -2 27 1e7b08
-4 -2 27 1e7b08
-5 -1 27 1e7b08
-4 -1 27 1e7b08
-1 -7 28 156a05
-3 -6 28 1e7b08
-2 -6 28 156a05
-1 -6 28 156a05
-4 -5 28 1e7b08
-3 -5 28 1e7b08
-2 -5 28 1e7b08
-4 -4 28 1e7b08
-3 -4 28 1e7b08
-4 -3 28 1e7b08
-3 -3 28 1e7b08
-4 -2 28 1e7b08
-4 -1 28 1e7b08
-2 -6 29 1e7b08
-1 -6 29 1e7b08
-3 -5 29 1e7b08
-2 -5 29 1c8602
-1 -5 29 147700
-3 -4 29 1e7b08
-2 -4 29 1c8602
-1 -4 29 1c8602
-3 -3 29 1e7b08
-2 -3 29 1c8602
-4 -2 29 1e7b08
-3 -2 29 1e7b08
-2 -2 29 1c8602
-4 -1 29 1e7b08
-3 -1 29 1e7b08
-2 -1 29 1c8602
-1 -5 30 147700
-2 -4 30 1c8602
-1 -4 30 1c8602
-2 -3 30 1c8602
-1 -3 30 1c8602
-2 -2 30 1c8602
-1 -2 30 1c8602
-3 -1 30 1c8602
-2 -1 30 1c8602
-1 -1 30 1c8602
4 -4 16 040905
5 -4 16 131d12
6 -4 16 0d170c
7 -4 16 040905
8 -4 16 0d170c
4 -3 16 04110a
5 -3 16 e8a725
6 -3 16 3a4a47
7 -3 16 e99000
8 -3 16 131d12
8 -2 16 172516
8 -1 16 172516
4 -4 17 040905
5 -4 17 131d12
6 -4 17 0d170c
7 -4 17 0d170c
4 -3 17 04110a
5 -3 17 dfa11a
6 -3 17 6c5b3d
7 -3 17 80c62f
8 -3 17 172516
7 -2 17 ffc023
8 -2 17 1f2b1f
7 -1 17 ffa010
8 -1 17 1f2b1f
3 -4 18 04110a
4 -4 18 0d170c
5 -4 18 0d170c
6 -4 18 0d170c
7 -4 18 0d170c
3 -3 18 04110a
4 -3 18 131d12
5 -3 18 ffd91c
6 -3 18 ffa010
7 -3 18 68b40a
8 -3 18 1f2b1f
7 -2 18 e99000
8 -2 18 040905
7 -1 18 d49009
8 -1 18 04110a
2 -4 19 04110a
3 -4 19 0d170c
4 -4 19 131d12
5 -4 19 0d170c
6 -4 19 131d12
7 -4 19 131d12
2 -3 19 04110a
3 -3 19 04110a
4 -3 19 172516
5 -3 19 dcc140
6 -3 19 aaad18
7 -3 19 172516
7 -2 19 4f721e
7 -1 19 346f1f
8 -1 19 252e29
0 -4 20 040905
1 -4 20 04110a
2 -4 20 131d12
3 -4 20 131d12
4 -4 20 0d170c
5 -4 20 0d170c
6 -4 20 0d170c
7 -4 20 131d12
0 -3 20 0d170c
1 -3 20 04110a
2 -3 20 172516
3 -3 20 1f2b1f
4 -3 20 f7c339
5 -3 20 b3b816
6 -3 20 9ca41a
7 -3 20 1f2b1f
6 -2 20 5e8b2c
7 -2 20 252e29
6 -1 20 134a23
7 -1 20 040905
0 -4 21 0d170c
1 -4 21 131d12
2 -4 21 131d12
3 -4 21 0d170c
4 -4 21 0d170c
5 -4 21 0d170c
6 -4 21 131d12
0 -3 21 5c5a10
1 -3 21 2d940d
2 -3 21 ffc930
3 -3 21 cdb539
4 -3 21 adb524
5 -3 21 9ca41a
6 -3 21 131d12
5 -2 21 778d0e
6 -2 21 1f2b1f
7 -2 21 252e29
5 -1 21 263e0e
6 -1 21 252e29
7 -1 21 252e29
0 -6 22 1c8602
1 -6 22 298506
0 -5 22 147700
1 -5 22 1c8602
2 -5 22 398602
0 -4 22 040905
1 -4 22 040905
2 -4 22 040905
3 -4 22 0f0c00
4 -4 22 0d170c
5 -4 22 131d12
0 -3 22 dfa11a
1 -3 22 b07f19
2 -3 22 9ca41a
3 -3 22 9ca41a
4 -3 22 9ca41a
5 -3 22 252e29
6 -3 22 252e29
4 -2 22 7e9a2b
5 -2 22 040905
6 -2 22 1f2b1f
4 -1 22 557103
5 -1 22 36540c
6 -1 22 252e29
0 -7 23 147700
1 -7 23 1e7b08
0 -6 23 1e7b08
1 -6 23 298506
2 -6 23 578f08
3 -6 23 a19714
0 -5 23 147700
1 -5 23 1c8602
2 -5 23 578f08
3 -5 23 a19714
4 -5 23 bb9914
0 -4 23 c5a725
1 -4 23 877418
2 -4 23 5f490d
3 -4 23 97750a
4 -4 23 a38611
5 -4 23 ae9312
0 -3 23 c5a725
1 -3 23 b6aa1a
2 -3 23 aaad18
3 -3 23 9ca41a
4 -3 23 040905
5 -3 23 97750a
6 -3 23 ae9312
0 -2 23 948810
1 -2 23 948810
2 -2 23 819e10
3 -2 23 92a331
4 -2 23 7d9d1e
5 -2 23 5f490d
6 -2 23 97750a
0 -1 23 716706
1 -1 23 64640e
2 -1 23 36540c
3 -1 23 698427
4 -1 23 497303
5 -1 23 362d00
6 -1 23 8b5f06
7 -1 23 a38611
0 -7 24 156a05
1 -7 24 147700
2 -7 24 398602
3 -7 24 ae9312
2 -6 24 778d0e
3 -6 24 ae9312
4 -6 24 c5971d
4 -5 24 c5971d
5 -5 24 c5971d
6 -5 24 d6a522
5 -4 24 c5971d
6 -4 24 c5971d
0 -3 24 948810
1 -3 24 9ca41a
6 -3 24 c5971d
7 -3 24 d69716
0 -2 24 91980a
1 -2 24 a38611
2 -2 24 91980a
6 -2 24 c5821a
7 -2 24 c5971d
0 -1 24 21381c
1 -1 24 716706
2 -1 24 36540c
7 -1 24 c48d0c
