# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-13 -10 -12 ba4300
-12 -10 -12 ba4300
-13 -9 -12 ba4300
-12 -9 -12 ba4300
-13 -8 -12 ba4300
-12 -8 -12 ba4300
-13 -7 -12 ba4300
-12 -7 -12 ba4300
-11 -7 -12 ba4300
-13 -6 -12 ba4300
-12 -6 -12 ba4300
-8 -15 -11 bf4b00
-7 -15 -11 bf4b00
-9 -14 -11 bf4b00
-8 -14 -11 bf4b00
-7 -14 -11 bf4b00
-9 -13 -11 bf4b00
-8 -13 -11 bf4b00
-7 -13 -11 bf4b00
-9 -12 -11 bf4b00
-8 -12 -11 bf4b00
-12 -11 -11 bf4b00
-13 -10 -11 bf4b00
-12 -10 -11 c45200
-13 -9 -11 bf4b00
-12 -9 -11 bf4b00
-13 -8 -11 c45200
-12 -8 -11 c45200
-13 -7 -11 bf4b00
-12 -7 -11 c45200
-13 -6 -11 bf4b00
-12 -6 -11 c45200
-9 -14 -10 bf4b00
-8 -14 -10 bf4b00
-10 -13 -10 bf4b00
-8 -13 -10 bf4b00
-10 -12 -10 bf4b00
-9 -12 -10 bf4b00
-8 -12 -10 bf4b00
-12 -11 -10 c45200
-13 -10 -10 bf4b00
-12 -10 -10 c45200
-13 -9 -10 c45200
-12 -9 -10 c45200
-13 -8 -10 c45200
-12 -8 -10 c45200
-13 -7 -10 bf4b00
-12 -7 -10 c45200
-13 -6 -10 bf4b00
-12 -6 -10 c45200
-9 -14 -9 bf4b00
-10 -13 -9 bf4b00
-9 -13 -9 bf4b00
-8 -13 -9 bf4b00
-10 -12 -9 bf4b00
-9 -12 -9 bf4b00
-12 -11 -9 c45200
-13 -10 -9 bf4b00
-12 -10 -9 c45200
-11 -10 -9 c45200
-13 -9 -9 c45200
-12 -9 -9 c45200
-13 -8 -9 c45200
-12 -8 -9 c45200
-13 -7 -9 bf4b00
-12 -7 -9 c45200
-11 -7 -9 c45200
-13 -6 -9 bf4b00
-12 -6 -9 c45200
-11 -13 -8 c45200
-10 -13 -8 bf4b00
-9 -13 -8 bf4b00
-11 -12 -8 c45200
-10 -12 -8 c45200
-9 -12 -8 bf4b00
-12 -11 -8 c45200
-11 -11 -8 c45200
-10 -11 -8 c45200
-13 -10 -8 bf4b00
-12 -10 -8 c45200
-11 -10 -8 c45200
-13 -9 -8 c45200
-12 -9 -8 c45200
-13 -8 -8 c45200
-12 -8 -8 c45200
-13 -7 -8 c45200
-12 -7 -8 c45200
-11 -7 -8 c45200
-13 -6 -8 c45200
-12 -6 -8 c45200
-11 -13 -7 c45200
-10 -13 -7 c45200
-12 -12 -7 c45200
-11 -12 -7 c45200
-10 -12 -7 c45200
-13 -11 -7 c45200
-12 -11 -7 c45200
-11 -11 -7 c45200
-10 -11 -7 c45200
-13 -10 -7 c45200
-12 -10 -7 c45200
-11 -10 -7 c45200
-13 -9 -7 c45200
-12 -9 -7 c45200
-13 -8 -7 c45200
-12 -8 -7 c45200
-13 -7 -7 c45200
-11 -7 -7 c45200
-13 -6 -7 c45200
-12 -6 -7 c45200
-12 -12 -6 c45200
-11 -12 -6 c45200
-13 -11 -6 c45200
-12 -11 -6 c45200
-11 -11 -6 c45200
-13 -10 -6 c45200
-12 -10 -6 c45200
-11 -10 -6 c45200
-13 -9 -6 c45200
-12 -9 -6 c45200
-13 -8 -6 c45200
-12 -8 -6 c45200
-13 -7 -6 c45200
-11 -7 -6 c45200
-13 -6 -6 c45200
-12 -6 -6 c45200
-12 -12 -5 c45200
-11 -12 -5 c45200
-15 -11 -5 c45200
-14 -11 -5 c45200
-13 -11 -5 c45200
-12 -11 -5 c45200
-11 -11 -5 c45200
-15 -10 -5 c45200
-14 -10 -5 c45200
-13 -10 -5 c45200
-12 -10 -5 c45200
-11 -10 -5 c45200
-16 -9 -5 c45200
-15 -9 -5 c45200
-14 -9 -5 c45200
-13 -9 -5 c45200
-12 -9 -5 c45200
-11 -9 -5 c45200
-16 -8 -5 c45200
-15 -8 -5 c45200
-14 -8 -5 c45200
-13 -8 -5 c45200
-12 -8 -5 c45200
-11 -8 -5 c45200
-15 -7 -5 c45200
-14 -7 -5 c45200
-13 -7 -5 c45200
-11 -7 -5 c45200
-15 -6 -5 c45200
-14 -6 -5 c45200
-13 -6 -5 c45200
-12 -6 -5 c45200
-11 -6 -5 c45200
-14 -12 -4 c45200
-13 -12 -4 c45200
-12 -12 -4 c45200
-11 -12 -4 c45200
-16 -11 -4 c45200
-15 -11 -4 c45200
-14 -11 -4 c45200
-13 -11 -4 c45200
-12 -11 -4 c45200
-11 -11 -4 c45200
-16 -10 -4 c45200
-15 -10 -4 c45200
-14 -10 -4 c45200
-11 -10 -4 c45200
-16 -9 -4 c45200
-15 -9 -4 c45200
-14 -9 -4 c45200
-12 -9 -4 c45200
-11 -9 -4 c45200
-16 -8 -4 c45200
-15 -8 -4 c45200
-14 -8 -4 c45200
-13 -8 -4 c45200
-12 -8 -4 c45200
-11 -8 -4 c45200
-16 -7 -4 c45200
-15 -7 -4 c45200
-14 -7 -4 c45200
-11 -7 -4 c45200
-15 -6 -4 c45200
-14 -6 -4 c45200
-13 -6 -4 c45200
-12 -6 -4 c45200
-11 -6 -4 c45200
-14 -5 -4 c45200
-13 -5 -4 c45200
-12 -5 -4 c45200
-11 -5 -4 c45200
-13 -12 -3 c85a00
-12 -12 -3 c85a00
-11 -12 -3 c85a00
-16 -11 -3 c85a00
-15 -11 -3 c85a00
-14 -11 -3 c85a00
-13 -11 -3 c85a00
-12 -11 -3 c85a00
-11 -11 -3 c85a00
-16 -10 -3 c85a00
-11 -10 -3 c85a00
-16 -9 -3 c85a00
-11 -9 -3 c85a00
-16 -8 -3 c85a00
-11 -8 -3 c85a00
-16 -7 -3 c85a00
-11 -7 -3 c85a00
-16 -6 -3 c85a00
-15 -6 -3 c85a00
-14 -6 -3 c85a00
-13 -6 -3 c85a00
-12 -6 -3 c85a00
-11 -6 -3 c85a00
-14 -5 -3 c85a00
-13 -5 -3 c85a00
-12 -5 -3 c85a00
-11 -5 -3 c85a00
-13 -12 -2 c85a00
-12 -12 -2 c85a00
-16 -11 -2 c85a00
-15 -11 -2 c85a00
-14 -11 -2 c85a00
-13 -11 -2 c85a00
-12 -11 -2 c85a00
-11 -11 -2 c85a00
-16 -10 -2 c85a00
-11 -10 -2 c85a00
-16 -9 -2 c85a00
-11 -9 -2 c85a00
-10 -9 -2 c85a00
-16 -8 -2 c85a00
-10 -8 -2 c85a00
-16 -7 -2 c85a00
-11 -7 -2 c85a00
-16 -6 -2 c85a00
-15 -6 -2 c85a00
-14 -6 -2 c85a00
-13 -6 -2 c85a00
-12 -6 -2 c85a00
-11 -6 -2 c85a00
-14 -5 -2 c85a00
-13 -5 -2 c85a00
-12 -5 -2 c85a00
-13 -12 -1 c85a00
-12 -12 -1 c85a00
-16 -11 -1 c85a00
-15 -11 -1 c85a00
-14 -11 -1 c85a00
-13 -11 -1 c85a00
-12 -11 -1 c85a00
-11 -11 -1 c85a00
-16 -10 -1 c85a00
-12 -10 -1 c85a00
-11 -10 -1 c85a00
-16 -9 -1 c85a00
-10 -9 -1 c85a00
-16 -8 -1 c85a00
-10 -8 -1 c85a00
-16 -7 -1 c85a00
-11 -7 -1 c85a00
-16 -6 -1 c85a00
-15 -6 -1 c85a00
-14 -6 -1 c85a00
-13 -6 -1 c85a00
-12 -6 -1 c85a00
-11 -6 -1 c85a00
-14 -5 -1 c85a00
-13 -5 -1 c85a00
-12 -5 -1 c85a00
-13 -13 0 c85a00
-14 -12 0 c85a00
-13 -12 0 c85a00
-12 -12 0 c85a00
-16 -11 0 c85a00
-15 -11 0 c85a00
-14 -11 0 c85a00
-13 -11 0 c85a00
-12 -11 0 c85a00
-11 -11 0 c85a00
-16 -10 0 c85a00
-11 -10 0 c85a00
-16 -9 0 c85a00
-10 -9 0 c85a00
-16 -8 0 c85a00
-10 -8 0 c85a00
-16 -7 0 c85a00
-11 -7 0 c85a00
-10 -7 0 c85a00
-16 -6 0 c85a00
-15 -6 0 c85a00
-14 -6 0 c85a00
-13 -6 0 c85a00
-12 -6 0 c85a00
-11 -6 0 c85a00
-14 -5 0 c85a00
-13 -5 0 c85a00
-12 -5 0 c85a00
-13 -4 0 c85a00
-13 -13 1 cd6100
-14 -12 1 cd6100
-13 -12 1 cd6100
-12 -12 1 cd6100
-16 -11 1 cd6100
-15 -11 1 cd6100
-14 -11 1 cd6100
-13 -11 1 cd6100
-12 -11 1 cd6100
-11 -11 1 cd6100
-16 -10 1 cd6100
-11 -10 1 cd6100
-16 -9 1 cd6100
-10 -9 1 cd6100
-16 -8 1 cd6100
-10 -8 1 cd6100
-16 -7 1 cd6100
-11 -7 1 cd6100
-10 -7 1 cd6100
-16 -6 1 cd6100
-15 -6 1 cd6100
-14 -6 1 cd6100
-13 -6 1 cd6100
-12 -6 1 cd6100
-11 -6 1 cd6100
-15 -5 1 cd6100
-14 -5 1 cd6100
-13 -5 1 cd6100
-12 -5 1 cd6100
-13 -4 1 cd6100
-14 -12 2 cd6100
-13 -12 2 cd6100
-12 -12 2 cd6100
-16 -11 2 cd6100
-15 -11 2 cd6100
-14 -11 2 cd6100
-13 -11 2 cd6100
-12 -11 2 cd6100
-11 -11 2 cd6100
-16 -10 2 cd6100
-11 -10 2 cd6100
-16 -9 2 cd6100
-10 -9 2 cd6100
-16 -8 2 cd6100
-10 -8 2 cd6100
-16 -7 2 cd6100
-11 -7 2 cd6100
-16 -6 2 cd6100
-15 -6 2 cd6100
-14 -6 2 cd6100
-12 -6 2 cd6100
-11 -6 2 cd6100
-15 -5 2 cd6100
-14 -5 2 cd6100
-13 -5 2 cd6100
-12 -5 2 cd6100
-14 -12 3 cd6100
-13 -12 3 cd6100
-12 -12 3 cd6100
-16 -11 3 cd6100
-15 -11 3 cd6100
-14 -11 3 cd6100
-13 -11 3 cd6100
-12 -11 3 cd6100
-11 -11 3 cd6100
-16 -10 3 cd6100
-11 -10 3 cd6100
-16 -9 3 cd6100
-10 -9 3 cd6100
-16 -8 3 cd6100
-10 -8 3 cd6100
-16 -7 3 cd6100
-11 -7 3 cd6100
-16 -6 3 cd6100
-15 -6 3 cd6100
-14 -6 3 cd6100
-12 -6 3 cd6100
-11 -6 3 cd6100
-15 -5 3 cd6100
-14 -5 3 cd6100
-13 -5 3 cd6100
-12 -5 3 cd6100
-14 -12 4 cd6100
-13 -12 4 cd6100
-12 -12 4 cd6100
-16 -11 4 cd6100
-15 -11 4 cd6100
-14 -11 4 cd6100
-13 -11 4 cd6100
-12 -11 4 cd6100
-11 -11 4 cd6100
-16 -10 4 cd6100
-11 -10 4 cd6100
-16 -9 4 cd6100
-10 -9 4 cd6100
-16 -8 4 cd6100
-10 -8 4 cd6100
-16 -7 4 cd6100
-11 -7 4 cd6100
-16 -6 4 cd6100
-15 -6 4 cd6100
-14 -6 4 cd6100
-13 -6 4 cd6100
-12 -6 4 cd6100
-11 -6 4 cd6100
-15 -5 4 cd6100
-14 -5 4 cd6100
-13 -5 4 cd6100
-12 -5 4 cd6100
-15 -12 5 d26900
-14 -12 5 d26900
-13 -12 5 d26900
-12 -12 5 d26900
-16 -11 5 d26900
-15 -11 5 d26900
-14 -11 5 d26900
-13 -11 5 cd6100
-12 -11 5 cd6100
-11 -11 5 d26900
-16 -10 5 d26900
-11 -10 5 cd6100
-10 -10 5 d26900
-16 -9 5 d26900
-10 -9 5 d26900
-16 -8 5 d26900
-10 -8 5 d26900
-16 -7 5 d26900
-11 -7 5 cd6100
-10 -7 5 d26900
-16 -6 5 d26900
-15 -6 5 d26900
-14 -6 5 cd6100
-13 -6 5 d26900
-12 -6 5 d26900
-11 -6 5 d26900
-15 -5 5 d26900
-14 -5 5 cd6100
-13 -5 5 d26900
-12 -5 5 d26900
-15 -12 6 d26900
-14 -12 6 d26900
-13 -12 6 d26900
-12 -12 6 d26900
-11 -12 6 d26900
-16 -11 6 d26900
-15 -11 6 d26900
-14 -11 6 d26900
-13 -11 6 d26900
-12 -11 6 d26900
-11 -11 6 d26900
-16 -10 6 d26900
-10 -10 6 d26900
-16 -9 6 d26900
-10 -9 6 d26900
-16 -8 6 d26900
-10 -8 6 d26900
-16 -7 6 d26900
-11 -7 6 d26900
-10 -7 6 d26900
-16 -6 6 d26900
-15 -6 6 d26900
-14 -6 6 d26900
-13 -6 6 d26900
-12 -6 6 d26900
-11 -6 6 d26900
-15 -5 6 d26900
-14 -5 6 d26900
-13 -5 6 d26900
-12 -5 6 d26900
-15 -12 7 d26900
-14 -12 7 d26900
-13 -12 7 d26900
-12 -12 7 d26900
-11 -12 7 d26900
-16 -11 7 d26900
-15 -11 7 d26900
-14 -11 7 d26900
-11 -11 7 d26900
-10 -11 7 d26900
-16 -10 7 d26900
-10 -10 7 d26900
-16 -9 7 d26900
-10 -9 7 d26900
-9 -9 7 d26900
-16 -8 7 d26900
-10 -8 7 d26900
-9 -8 7 d26900
-16 -7 7 d26900
-11 -7 7 d26900
-10 -7 7 d26900
-16 -6 7 d26900
-15 -6 7 d26900
-14 -6 7 d26900
-12 -6 7 d26900
-11 -6 7 d26900
-10 -6 7 d26900
-15 -5 7 d26900
-14 -5 7 d26900
-13 -5 7 d26900
-12 -5 7 d26900
-11 -5 7 d26900
-11 -13 8 d26900
-15 -12 8 d26900
-14 -12 8 d26900
-13 -12 8 d26900
-12 -12 8 d26900
-11 -12 8 d26900
-10 -12 8 d26900
-16 -11 8 d26900
-15 -11 8 d26900
-14 -11 8 d26900
-10 -11 8 d26900
-9 -11 8 d26900
-16 -10 8 d26900
-10 -10 8 d26900
-9 -10 8 d26900
-16 -9 8 d26900
-10 -9 8 d26900
-9 -9 8 d26900
-8 -9 8 d26900
-16 -8 8 d26900
-10 -8 8 d26900
-9 -8 8 d26900
-8 -8 8 d26900
-16 -7 8 d26900
-10 -7 8 d26900
-9 -7 8 d26900
-16 -6 8 d26900
-15 -6 8 d26900
-14 -6 8 d26900
-10 -6 8 d26900
-15 -5 8 d26900
-14 -5 8 d26900
-13 -5 8 d26900
-12 -5 8 d26900
-11 -5 8 d26900
-10 -5 8 d26900
-12 -13 9 d26900
-11 -13 9 d26900
-15 -12 9 d26900
-14 -12 9 d26900
-13 -12 9 d26900
-12 -12 9 d26900
-11 -12 9 d26900
-10 -12 9 d26900
-16 -11 9 d26900
-15 -11 9 d26900
-14 -11 9 d26900
-10 -11 9 d26900
-9 -11 9 d26900
-16 -10 9 d26900
-10 -10 9 d1d1d1
-9 -10 9 d26900
-16 -9 9 d26900
-9 -9 9 d26900
-16 -8 9 d26900
-10 -8 9 d26900
-9 -8 9 d26900
-16 -7 9 d26900
-10 -7 9 d1d1d1
-9 -7 9 d26900
-16 -6 9 d26900
-15 -6 9 d26900
-14 -6 9 d26900
-10 -6 9 d26900
-9 -6 9 d26900
-15 -5 9 d26900
-14 -5 9 d26900
-13 -5 9 d26900
-12 -5 9 d26900
-11 -5 9 d26900
-10 -5 9 d26900
-11 -4 9 d26900
-15 -12 10 d76f00
-14 -12 10 d76f00
-13 -12 10 d76f00
-12 -12 10 d76f00
-11 -12 10 d76f00
-10 -12 10 d1d1d1
-9 -12 10 d1d1d1
-16 -11 10 d76f00
-15 -11 10 d76f00
-10 -11 10 d76f00
-9 -11 10 d1d1d1
-16 -10 10 d76f00
-10 -10 10 d76f00
-9 -10 10 d1d1d1
-16 -9 10 d76f00
-10 -9 10 d1d1d1
-9 -9 10 d76f00
-16 -8 10 d76f00
-10 -8 10 d1d1d1
-9 -8 10 d76f00
-16 -7 10 d76f00
-10 -7 10 d76f00
-9 -7 10 d1d1d1
-16 -6 10 d76f00
-15 -6 10 d76f00
-14 -6 10 d76f00
-10 -6 10 d76f00
-9 -6 10 d1d1d1
-14 -5 10 d76f00
-13 -5 10 d76f00
-12 -5 10 d76f00
-11 -5 10 d76f00
-10 -5 10 d1d1d1
-9 -5 10 d1d1d1
-15 -12 11 d76f00
-14 -12 11 d76f00
-13 -12 11 d76f00
-12 -12 11 d76f00
-11 -12 11 d76f00
-10 -12 11 d1d1d1
-9 -12 11 d1d1d1
-16 -11 11 d76f00
-15 -11 11 d76f00
-10 -11 11 d76f00
-9 -11 11 d1d1d1
-16 -10 11 d76f00
-10 -10 11 d76f00
-9 -10 11 d1d1d1
-16 -9 11 d76f00
-10 -9 11 d1d1d1
-9 -9 11 d1d1d1
-16 -8 11 d76f00
-10 -8 11 d1d1d1
-9 -8 11 d1d1d1
-16 -7 11 d76f00
-10 -7 11 d76f00
-9 -7 11 d76f00
-16 -6 11 d76f00
-15 -6 11 d76f00
-14 -6 11 d76f00
-10 -6 11 d76f00
-9 -6 11 d1d1d1
-14 -5 11 d76f00
-13 -5 11 d76f00
-12 -5 11 d76f00
-11 -5 11 d76f00
-10 -5 11 d1d1d1
-9 -5 11 d1d1d1
-15 -12 12 d76f00
-14 -12 12 d76f00
-13 -12 12 d76f00
-12 -12 12 d76f00
-11 -12 12 d76f00
-10 -12 12 d76f00
-16 -11 12 d76f00
-15 -11 12 d76f00
-10 -11 12 dcdcdc
-9 -11 12 dcdcdc
-16 -10 12 d76f00
-10 -10 12 dcdcdc
-9 -10 12 dcdcdc
-16 -9 12 d76f00
-10 -9 12 d76f00
-9 -9 12 d76f00
-16 -8 12 d76f00
-10 -8 12 d76f00
-9 -8 12 d76f00
-16 -7 12 d76f00
-10 -7 12 dcdcdc
-9 -7 12 dcdcdc
-16 -6 12 d76f00
-15 -6 12 d76f00
-14 -6 12 d76f00
-12 -6 12 d76f00
-11 -6 12 d76f00
-10 -6 12 d76f00
-9 -6 12 dcdcdc
-14 -5 12 d76f00
-13 -5 12 d76f00
-12 -5 12 d76f00
-11 -5 12 d76f00
-10 -5 12 d76f00
-15 -12 13 d76f00
-14 -12 13 d76f00
-13 -12 13 d76f00
-12 -12 13 d76f00
-11 -12 13 d76f00
-16 -11 13 d76f00
-15 -11 13 d76f00
-11 -11 13 d76f00
-10 -11 13 d76f00
-9 -11 13 d76f00
-16 -10 13 d76f00
-10 -10 13 d76f00
-9 -10 13 d76f00
-16 -9 13 d76f00
-10 -9 13 d76f00
-9 -9 13 d76f00
-16 -8 13 d76f00
-10 -8 13 d76f00
-9 -8 13 d76f00
-16 -7 13 d76f00
-10 -7 13 d76f00
-9 -7 13 d76f00
-16 -6 13 d76f00
-15 -6 13 d76f00
-14 -6 13 d76f00
-12 -6 13 d76f00
-11 -6 13 d76f00
-10 -6 13 d76f00
-9 -6 13 d76f00
-15 -5 13 d76f00
-14 -5 13 d76f00
-13 -5 13 d76f00
-12 -5 13 d76f00
-11 -5 13 d76f00
-15 -12 14 dc7700
-14 -12 14 dc7700
-13 -12 14 dc7700
-12 -12 14 dc7700
-11 -12 14 dc7700
-16 -11 14 dc7700
-15 -11 14 dc7700
-14 -11 14 dc7700
-11 -11 14 dc7700
-10 -11 14 dc7700
-16 -10 14 dc7700
-15 -10 14 dc7700
-10 -10 14 dc7700
-16 -9 14 dc7700
-10 -9 14 dc7700
-16 -8 14 dc7700
-10 -8 14 dc7700
-16 -7 14 dc7700
-15 -7 14 dc7700
-10 -7 14 dc7700
-16 -6 14 dc7700
-15 -6 14 dc7700
-14 -6 14 dc7700
-12 -6 14 dc7700
-11 -6 14 dc7700
-10 -6 14 dc7700
-15 -5 14 dc7700
-14 -5 14 dc7700
-13 -5 14 dc7700
-12 -5 14 dc7700
-11 -5 14 dc7700
-14 -12 15 dc7700
-13 -12 15 dc7700
-12 -12 15 dc7700
-11 -12 15 dc7700
-15 -11 15 dc7700
-14 -11 15 dc7700
-13 -11 15 dc7700
-12 -11 15 dc7700
-11 -11 15 dc7700
-10 -11 15 dc7700
-16 -10 15 dc7700
-15 -10 15 dc7700
-14 -10 15 dc7700
-13 -10 15 dc7700
-12 -10 15 dc7700
-11 -10 15 dc7700
-10 -10 15 dc7700
-16 -9 15 dc7700
-15 -9 15 dc7700
-14 -9 15 dc7700
-13 -9 15 dc7700
-12 -9 15 dc7700
-11 -9 15 dc7700
-10 -9 15 dc7700
-16 -8 15 dc7700
-15 -8 15 dc7700
-14 -8 15 dc7700
-13 -8 15 dc7700
-12 -8 15 dc7700
-11 -8 15 dc7700
-10 -8 15 dc7700
-16 -7 15 dc7700
-15 -7 15 dc7700
-14 -7 15 dc7700
-13 -7 15 dc7700
-12 -7 15 dc7700
-11 -7 15 dc7700
-10 -7 15 dc7700
-15 -6 15 dc7700
-14 -6 15 dc7700
-13 -6 15 dc7700
-12 -6 15 dc7700
-11 -6 15 dc7700
-10 -6 15 dc7700
-13 -5 15 dc7700
-12 -5 15 dc7700
