# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
2 3 1 3db7fd
3 3 1 3db7fd
4 3 1 3db7fd
0 4 1 3db7fd
1 4 1 3db7fd
2 4 1 3db7fd
3 4 1 3db7fd
4 4 1 3db7fd
2 5 1 3db7fd
3 5 1 3db7fd
0 2 2 3db7fd
1 2 2 3db7fd
0 3 2 61737a
1 3 2 40c0fd
2 3 2 3db7fd
0 4 2 61737a
1 4 2 3db7fd
2 4 2 3db7fd
0 2 3 647881
0 3 3 647881
1 3 3 647881
0 4 3 647881
1 4 3 647881
0 0 4 ffeadd
1 0 4 ffeadd
2 0 4 ffeadd
3 0 4 ffeadd
0 1 4 ffeadd
1 1 4 ffeadd
0 2 4 647881
1 2 4 647881
0 3 4 647881
1 3 4 647881
2 0 5 ffeadd
3 0 5 ffeadd
4 0 5 ffeadd
5 0 5 ffeadd
0 1 5 ffeadd
1 1 5 ffeadd
2 1 5 ffeadd
3 1 5 ffeadd
4 1 5 ffeadd
0 2 5 697d84
1 2 5 697d84
0 3 5 697d84
1 3 5 697d84
4 0 6 ffeadd
5 0 6 ffeadd
6 0 6 ffeadd
7 0 6 ffeadd
0 1 6 697d84
1 1 6 697d84
2 1 6 697d84
3 1 6 ffeadd
4 1 6 ffeadd
5 1 6 ffeadd
0 2 6 697d84
1 2 6 697d84
0 0 7 697d84
4 0 7 697d84
5 0 7 1e2426
6 0 7 697d84
7 0 7 697d84
0 1 7 697d84
1 1 7 697d84
2 1 7 697d84
3 1 7 697d84
4 1 7 697d84
5 1 7 1e2426
0 0 8 72888f
1 0 8 72888f
2 0 8 72888f
3 0 8 72888f
4 0 8 72888f
5 0 8 72888f
6 0 8 697d84
7 0 8 697d84
0 1 8 697d84
1 1 8 697d84
2 1 8 697d84
3 1 8 697d84
4 1 8 697d84
5 1 8 697d84
0 0 9 72888f
1 0 9 72888f
