# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
1 -5 0 6d2c00
2 -5 0 6d2c00
3 -5 0 6d2c00
4 -5 0 5c2800
5 -5 0 5c2800
6 -5 0 532509
0 -4 0 5c2800
1 -4 0 5c2800
2 -4 0 5c2800
3 -4 0 5c2800
4 -4 0 5c2800
5 -4 0 642e0c
3 -9 1 532509
4 -9 1 532509
0 -8 1 5c2800
1 -8 1 5c2800
2 -8 1 5c2800
3 -8 1 532509
4 -8 1 5c2800
5 -8 1 5c2800
0 -7 1 5c2800
3 -7 1 5c2800
4 -7 1 5c2800
5 -7 1 401e03
4 -6 1 642e0c
5 -6 1 5c2800
6 -6 1 532509
0 -5 1 5c2800
3 -5 1 532509
4 -5 1 642e0c
5 -5 1 532509
0 -4 1 5c2800
1 -4 1 5c2800
2 -4 1 5c2800
3 -4 1 5c2800
4 -4 1 aa680a
5 -4 1 532509
0 -8 2 5c2800
1 -8 2 5c2800
2 -8 2 5c2800
3 -8 2 532509
4 -8 2 5c2800
0 -7 2 5c2800
3 -7 2 532509
4 -7 2 532509
4 -6 2 4c1e02
0 -5 2 5c2800
3 -5 2 532509
4 -5 2 532509
0 -4 2 5c2800
1 -4 2 5c2800
2 -4 2 5c2800
3 -4 2 532509
0 -8 3 5c2800
1 -8 3 5c2800
2 -8 3 5c2800
3 -8 3 5c2800
4 -8 3 5c2800
0 -7 3 5c2800
4 -7 3 532509
5 -7 3 532509
4 -6 3 532509
5 -6 3 532509
0 -5 3 5c2800
4 -5 3 532509
5 -5 3 532509
0 -4 3 532509
1 -4 3 532509
2 -4 3 5c2800
3 -4 3 5c2800
4 -4 3 532509
2 -9 4 5c2800
3 -9 4 5c2800
0 -8 4 5c2800
1 -8 4 5c2800
2 -8 4 5c2800
3 -8 4 5c2800
4 -8 4 5c2800
5 -8 4 5c2800
0 -7 4 5c2800
4 -7 4 532509
5 -7 4 5c2800
0 -6 4 5c2800
5 -6 4 532509
0 -5 4 532509
5 -5 4 532509
0 -4 4 532509
1 -4 4 532509
2 -4 4 5c2800
3 -4 4 5c2800
4 -4 4 4c1e02
5 -4 4 4c1e02
2 -3 4 532509
3 -3 4 4c1e02
4 -3 4 4c1e02
5 -3 4 5c2800
6 -3 4 5c2800
1 -2 4 5c2800
2 -2 4 5c2800
3 -2 4 5c2800
4 -2 4 5c2800
5 -2 4 5c2800
6 -2 4 5c2800
1 -1 4 5c2800
2 -1 4 5c2800
3 -1 4 5c2800
4 -1 4 5c2800
5 -1 4 5c2800
6 -1 4 6d2c00
3 -11 5 4c1e02
2 -10 5 532509
3 -10 5 5c2800
4 -10 5 5c2800
1 -9 5 5c2800
2 -9 5 5c2800
3 -9 5 5c2800
4 -9 5 532509
0 -8 5 5c2800
1 -8 5 532509
2 -8 5 5c2800
3 -8 5 532509
4 -8 5 5c2800
5 -8 5 5c2800
0 -7 5 5c2800
5 -7 5 532509
0 -6 5 5c2800
5 -6 5 532509
0 -5 5 532509
5 -5 5 532509
6 -5 5 5c2800
7 -5 5 5c2800
0 -4 5 532509
1 -4 5 532509
2 -4 5 4c1e02
3 -4 5 4c1e02
4 -4 5 4c1e02
5 -4 5 5c2800
6 -4 5 5c2800
7 -4 5 5c2800
0 -3 5 532509
1 -3 5 4c1e02
2 -3 5 4c1e02
3 -3 5 4c1e02
4 -3 5 4c1e02
5 -3 5 5c2800
6 -3 5 5c2800
7 -3 5 5c2800
8 -3 5 dc9905
0 -2 5 5c2800
1 -2 5 5c2800
2 -2 5 5c2800
3 -2 5 5c2800
4 -2 5 5c2800
5 -2 5 5c2800
6 -2 5 5c2800
7 -2 5 5c2800
8 -2 5 dc9905
0 -1 5 5c2800
1 -1 5 5c2800
2 -1 5 5c2800
3 -1 5 5c2800
5 -1 5 5c2800
6 -1 5 5c2800
7 -1 5 5c2800
8 -1 5 dc9905
2 -13 6 401e03
3 -13 6 5c2800
4 -13 6 532509
1 -12 6 401e03
2 -12 6 5c2800
3 -12 6 5c2800
4 -12 6 5c2800
5 -12 6 5c2800
1 -11 6 401e03
2 -11 6 5c2800
3 -11 6 5c2800
4 -11 6 5c2800
5 -11 6 4c1e02
1 -10 6 401e03
2 -10 6 5c2800
3 -10 6 5c2800
4 -10 6 5c2800
5 -10 6 532509
1 -9 6 401e03
2 -9 6 401e03
3 -9 6 5c2800
4 -9 6 4c1e02
5 -9 6 4c1e02
0 -8 6 5c2800
1 -8 6 532509
4 -8 6 532509
5 -8 6 532509
0 -7 6 5c2800
5 -7 6 5c2800
6 -7 6 5c2800
0 -6 6 5c2800
5 -6 6 5c2800
6 -6 6 5c2800
7 -6 6 dc9905
0 -5 6 532509
5 -5 6 532509
6 -5 6 5c2800
7 -5 6 7e4106
8 -5 6 dc9905
0 -4 6 5c2800
7 -4 6 6d2c00
8 -4 6 dc9905
0 -3 6 532509
8 -3 6 dc9905
9 -3 6 dc9905
8 -2 6 dc9905
9 -2 6 dc9905
8 -1 6 dc9905
9 -1 6 dc9905
1 -13 7 532509
2 -13 7 532509
3 -13 7 401e03
4 -13 7 532509
5 -13 7 4c1e02
1 -12 7 5c2800
2 -12 7 5c2800
4 -12 7 5c2800
5 -12 7 5c2800
1 -11 7 5c2800
2 -11 7 5c2800
5 -11 7 532509
1 -10 7 532509
2 -10 7 532509
5 -10 7 532509
1 -9 7 532509
2 -9 7 401e03
3 -9 7 4c1e02
4 -9 7 401e03
5 -9 7 401e03
0 -8 7 5c2800
1 -8 7 5c2800
4 -8 7 4c1e02
5 -8 7 5c2800
6 -8 7 d29007
0 -7 7 5c2800
5 -7 7 532509
6 -7 7 935703
7 -7 7 d29007
6 -6 7 935703
7 -6 7 d29007
8 -6 7 dc9905
0 -5 7 5c2800
8 -5 7 dc9905
9 -5 7 dc9905
8 -4 7 dc9905
9 -4 7 dc9905
9 -3 7 dc9905
9 -2 7 dc9905
10 -2 7 e2a309
9 -1 7 dc9905
10 -1 7 e2a309
2 -13 8 5c2800
3 -13 8 532509
4 -13 8 532509
5 -13 8 532509
1 -12 8 5c2800
2 -12 8 5c2800
5 -12 8 5c2800
1 -11 8 5c2800
2 -11 8 5c2800
5 -11 8 532509
6 -11 8 5c2800
1 -10 8 532509
2 -10 8 532509
5 -10 8 532509
6 -10 8 5c2800
0 -9 8 5c2800
1 -9 8 5c2800
2 -9 8 401e03
4 -9 8 401e03
5 -9 8 401e03
0 -8 8 5c2800
5 -8 8 d29007
6 -8 8 d29007
7 -8 8 dc9905
6 -7 8 d29007
7 -7 8 dc9905
8 -7 8 dc9905
8 -6 8 dc9905
9 -6 8 dc9905
9 -5 8 e2a309
9 -4 8 e2a309
10 -4 8 e2a309
10 -3 8 e2a309
10 -2 8 e2a309
10 -1 8 e2a309
1 -13 9 5c2800
2 -13 9 5c2800
3 -13 9 5c2800
4 -13 9 5c2800
5 -13 9 532509
1 -12 9 5c2800
5 -12 9 5c2800
6 -12 9 532509
1 -11 9 5c2800
6 -11 9 532509
1 -10 9 532509
6 -10 9 5c2800
0 -9 9 5c2800
1 -9 9 401e03
2 -9 9 4c1e02
5 -9 9 401e03
0 -8 9 532509
5 -8 9 dc9905
6 -8 9 dc9905
7 -8 9 dc9905
7 -7 9 dc9905
8 -7 9 e2a309
8 -6 9 e2a309
9 -6 9 e5a714
9 -5 9 e2a309
10 -4 9 e5a714
10 -3 9 e5a714
10 -2 9 ecb114
10 -1 9 865005
1 -13 10 5c2800
2 -13 10 5c2800
3 -13 10 5c2800
4 -13 10 5c2800
5 -13 10 5c2800
0 -12 10 5c2800
1 -12 10 5c2800
5 -12 10 5c2800
0 -11 10 5c2800
6 -11 10 532509
0 -10 10 5c2800
6 -10 10 532509
0 -9 10 532509
1 -9 10 532509
5 -9 10 401e03
0 -8 10 5c2800
5 -8 10 dc9905
6 -8 10 e2a309
7 -8 10 e2a309
7 -7 10 e2a309
8 -7 10 e2a309
8 -6 10 e5a714
9 -6 10 e5a714
9 -5 10 ecb114
10 -4 10 ecb114
10 -3 10 ecb114
10 -2 10 f3b81b
10 -1 10 f3b81b
0 -13 11 5c2800
1 -13 11 5c2800
2 -13 11 5c2800
3 -13 11 5c2800
4 -13 11 5c2800
5 -13 11 5c2800
0 -12 11 5c2800
5 -12 11 5c2800
0 -11 11 5c2800
6 -11 11 4c1e02
0 -10 11 5c2800
6 -10 11 5c2800
0 -9 11 5c2800
5 -9 11 4c1e02
0 -8 11 5c2800
5 -8 11 dc9905
6 -8 11 e2a309
7 -8 11 e2a309
7 -7 11 e5a714
8 -7 11 e5a714
8 -6 11 ecb114
9 -6 11 ecb114
9 -5 11 ecb114
10 -4 11 f3b81b
10 -3 11 f3b81b
10 -2 11 f3b81b
10 -1 11 f3b81b
0 -13 12 5c2800
1 -13 12 532509
2 -13 12 5c2800
3 -13 12 5c2800
4 -13 12 5c2800
5 -13 12 5c2800
0 -12 12 5c2800
1 -12 12 5c2800
4 -12 12 5c2800
5 -12 12 5c2800
0 -11 12 5c2800
5 -11 12 5c2800
6 -11 12 5c2800
0 -10 12 5c2800
5 -10 12 532509
6 -10 12 5c2800
0 -9 12 5c2800
4 -9 12 401e03
5 -9 12 532509
0 -8 12 532509
4 -8 12 401e03
5 -8 12 dc9905
6 -8 12 e2a309
5 -7 12 e2a309
6 -7 12 e2a309
7 -7 12 e5a714
8 -7 12 ecb114
7 -6 12 e5a714
8 -6 12 ecb114
8 -5 12 ecb114
9 -5 12 f3b81b
9 -4 12 f3b81b
9 -3 12 f3b81b
10 -3 12 f3b81b
10 -2 12 fcbe24
10 -1 12 fcbe24
0 -13 13 5c2800
1 -13 13 5c2800
2 -13 13 5c2800
3 -13 13 5c2800
4 -13 13 5c2800
0 -12 13 5c2800
1 -12 13 5c2800
4 -12 13 5c2800
5 -12 13 5c2800
0 -11 13 5c2800
5 -11 13 5c2800
0 -10 13 5c2800
5 -10 13 532509
0 -9 13 5c2800
4 -9 13 401e03
5 -9 13 532509
4 -8 13 401e03
5 -8 13 dc9905
5 -7 13 dc9905
6 -7 13 e2a309
7 -7 13 e5a714
6 -6 13 ce7804
7 -6 13 e5a714
8 -6 13 ecb114
7 -5 13 ecb114
8 -5 13 ecb114
9 -5 13 f3b81b
7 -4 13 e5a714
8 -4 13 f3b81b
9 -4 13 f3b81b
8 -3 13 f3b81b
9 -3 13 f3b81b
9 -2 13 f3b81b
10 -2 13 fcbe24
9 -1 13 fcbe24
10 -1 13 fcbe24
1 -13 14 5c2800
2 -13 14 5c2800
3 -13 14 5c2800
0 -12 14 5c2800
1 -12 14 532509
2 -12 14 5c2800
3 -12 14 5c2800
4 -12 14 5c2800
0 -11 14 5c2800
4 -11 14 5c2800
5 -11 14 5c2800
0 -10 14 5c2800
5 -10 14 532509
0 -9 14 5c2800
5 -9 14 532509
4 -8 14 401e03
5 -8 14 dc9905
5 -7 14 dc9905
6 -7 14 dc9905
6 -6 14 dc9905
7 -5 14 e2a309
7 -4 14 e2a309
8 -4 14 f3b81b
7 -3 14 ba7800
8 -3 14 ecb114
9 -3 14 f3b81b
7 -2 14 ba7800
8 -2 14 f3b81b
9 -2 14 f3b81b
8 -1 14 f3b81b
9 -1 14 fcbe24
0 -12 15 5c2800
1 -12 15 5c2800
2 -12 15 5c2800
3 -12 15 5c2800
4 -12 15 5c2800
0 -11 15 5c2800
3 -11 15 5c2800
4 -11 15 5c2800
0 -10 15 532509
4 -10 15 5c2800
5 -10 15 5c2800
0 -9 15 5c2800
5 -9 15 532509
5 -8 15 532509
5 -7 15 dc9905
6 -6 15 dc9905
6 -5 15 e2a309
7 -5 15 e2a309
7 -4 15 e2a309
7 -3 15 e2a309
7 -2 15 aa680a
8 -2 15 ba7800
7 -1 15 865005
8 -1 15 ba7800
-1 4 0 5c2800
-1 5 0 5c2800
-1 6 0 5c2800
-1 4 1 5c2800
-1 5 1 5c2800
-1 6 1 5c2800
-1 7 1 5c2800
-1 4 2 5c2800
-1 5 2 5c2800
-1 6 2 5c2800
-1 5 3 5c2800
-1 6 3 5c2800
-1 0 5 532509
-1 1 5 5c2800
-1 2 5 5c2800
-2 0 6 ba7800
-1 0 6 5c2800
-2 1 6 935703
-1 1 6 5c2800
-2 2 6 7e4106
-1 2 6 5c2800
-2 3 6 5c2800
-1 3 6 5c2800
-1 4 6 5c2800
-4 0 7 d29007
-3 0 7 d29007
-2 0 7 d3a105
-4 1 7 d29007
-3 1 7 d29007
-2 1 7 d3a105
-3 2 7 d29007
-2 2 7 d29007
-3 3 7 d29007
-2 3 7 d29007
-2 4 7 d29007
-1 4 7 5c2800
-2 5 7 5c2800
-1 5 7 5c2800
-1 6 7 5c2800
-4 0 8 d29007
-5 1 8 d29007
-4 1 8 d29007
-4 2 8 d29007
-3 2 8 d29007
-4 3 8 d29007
-3 3 8 d29007
-2 3 8 d29007
-4 4 8 d29007
-3 4 8 d29007
-2 4 8 d29007
-3 5 8 d29007
-2 5 8 d29007
-1 5 8 5c2800
-2 6 8 7e4106
-1 6 8 5c2800
-6 0 9 d29007
-5 0 9 d29007
-6 1 9 d29007
-5 1 9 d29007
-6 2 9 d3a105
-5 2 9 d3a105
-4 2 9 d29007
-5 3 9 d29007
-4 3 9 d29007
-4 4 9 d29007
-3 4 9 d29007
-4 5 9 d29007
-3 5 9 d29007
-2 5 9 d29007
-2 6 9 d29007
-1 6 9 5c2800
-1 7 9 5c2800
-7 0 10 d3a105
-6 0 10 d3a105
-7 1 10 d3a105
-6 1 10 d3a105
-6 2 10 d3a105
-5 2 10 d29007
-6 3 10 d29007
-5 3 10 d29007
-5 4 10 d29007
-4 4 10 d29007
-4 5 10 d29007
-3 5 10 d29007
-3 6 10 c49002
-2 6 10 c49002
-2 7 10 c49002
-1 7 10 532509
-9 0 11 d3a105
-8 0 11 d3a105
-7 0 11 d3a105
-8 1 11 d3a105
-7 1 11 d3a105
-8 2 11 c69d02
-7 2 11 d3a105
-6 2 11 d3a105
-7 3 11 c69d02
-6 3 11 d29007
-6 4 11 c49002
-5 4 11 c49002
-5 5 11 c49002
-4 5 11 c49002
-4 6 11 af8c04
-3 6 11 b98601
-2 6 11 b98601
-3 7 11 af7e04
-2 7 11 af7e04
-1 7 11 401e03
-1 8 11 5c2800
-10 0 12 c69d02
-9 0 12 d3a105
-8 0 12 d3a105
-9 1 12 c69d02
-8 1 12 c69d02
-8 2 12 b99600
-7 2 12 c69d02
-7 3 12 b99600
-6 3 12 c49002
-7 4 12 af8c04
-6 4 12 b99600
-6 5 12 af8c04
-5 5 12 af8c04
-4 5 12 af8c04
-5 6 12 af8c04
-4 6 12 af8c04
-3 6 12 af7e04
-3 7 12 9e8503
-2 7 12 9f7703
-1 7 12 532509
-1 8 12 5c2800
-11 0 13 b99600
-10 0 13 b99600
-9 0 13 c69d02
-10 1 13 af8c04
-9 1 13 b99600
-9 2 13 af8c04
-8 2 13 b99600
-8 3 13 9e8503
-7 3 13 af8c04
-7 4 13 9e8503
-6 4 13 9e8503
-6 5 13 9e8503
-5 5 13 9e8503
-5 6 13 9e8503
-4 6 13 9e8503
-3 6 13 947c03
-4 7 13 947c03
-3 7 13 947c03
-2 7 13 926f05
-1 7 13 532509
-2 8 13 926f05
-1 8 13 5c2800
-12 0 14 817500
-11 0 14 817500
-11 1 14 817500
-10 1 14 947c03
-10 2 14 817500
-9 2 14 817500
-8 2 14 947c03
-9 3 14 817500
-8 3 14 947c03
-7 4 14 947c03
-6 4 14 947c03
-7 5 14 817500
-6 5 14 947c03
-5 5 14 947c03
-5 6 14 817500
-4 6 14 817500
-4 7 14 817500
-3 7 14 7e6e0b
-2 7 14 7e6e0b
-1 7 14 401e03
-2 8 14 532509
-1 8 14 5c2800
-13 0 15 60600a
-12 0 15 60600a
-11 0 15 545c0a
-11 1 15 6d6806
-10 1 15 6d6806
-10 2 15 6d6806
-9 2 15 6d6806
-9 3 15 60600a
-8 3 15 6d6806
-8 4 15 6d6806
-7 4 15 6d6806
-7 5 15 6d6806
-6 5 15 7e6e0b
-5 5 15 7e6e0b
-6 6 15 6d6806
-5 6 15 7e6e0b
-4 6 15 6d6806
-4 7 15 6d6806
-3 7 15 6d6806
-2 7 15 5c2800
-1 7 15 532509
-2 8 15 532509
-1 8 15 532509
0 3 0 5c2800
1 3 0 5c2800
2 3 0 6d2c00
3 3 0 1c3921
4 3 0 38371e
5 3 0 5c2800
0 4 0 5c2800
1 4 0 6d2c00
2 4 0 6d2c00
3 4 0 6d2c00
4 4 0 6d2c00
5 4 0 5c2800
6 4 0 532509
0 5 0 5c2800
1 5 0 6d2c00
2 5 0 6d2c00
3 5 0 6d2c00
4 5 0 6d2c00
5 5 0 5c2800
6 5 0 5c2800
0 6 0 5c2800
1 6 0 6d2c00
2 6 0 6d2c00
3 6 0 6d2c00
4 6 0 6d2c00
5 6 0 5c2800
6 6 0 401e03
0 7 0 5c2800
1 7 0 5c2800
2 7 0 5c2800
3 7 0 5c2800
4 7 0 5c2800
5 7 0 4c1e02
6 7 0 5c2800
2 8 0 5c2800
3 8 0 5c2800
4 8 0 532509
5 8 0 5c2800
0 3 1 5c2800
1 3 1 5c2800
2 3 1 642e0c
3 3 1 495c1f
4 3 1 642e0c
5 3 1 532509
0 4 1 5c2800
3 4 1 532509
4 4 1 642e0c
5 4 1 532509
4 5 1 642e0c
5 5 1 5c2800
6 5 1 532509
0 6 1 5c2800
3 6 1 532509
4 6 1 532509
5 6 1 401e03
0 7 1 5c2800
1 7 1 5c2800
2 7 1 5c2800
3 7 1 5c2800
4 7 1 5c2800
5 7 1 532509
2 8 1 5c2800
3 8 1 532509
4 8 1 532509
5 8 1 532509
0 3 2 532509
1 3 2 6d2c00
2 3 2 642e0c
3 3 2 532509
0 4 2 532509
2 4 2 5c2800
3 4 2 532509
4 4 2 532509
4 5 2 532509
3 6 2 4c1e02
4 6 2 532509
0 7 2 5c2800
1 7 2 5c2800
2 7 2 5c2800
3 7 2 5c2800
4 7 2 5c2800
0 3 3 532509
1 3 3 4c1e02
2 3 3 5c2800
3 3 3 5c2800
4 3 3 532509
0 4 3 532509
4 4 3 532509
5 4 3 532509
4 5 3 532509
5 5 3 532509
0 6 3 5c2800
4 6 3 5c2800
5 6 3 5c2800
0 7 3 5c2800
1 7 3 5c2800
2 7 3 5c2800
3 7 3 532509
4 7 3 5c2800
1 0 4 5c2800
2 0 4 5c2800
3 0 4 5c2800
4 0 4 5c2800
5 0 4 5c2800
6 0 4 5c2800
1 1 4 5c2800
2 1 4 5c2800
3 1 4 5c2800
4 1 4 5c2800
5 1 4 4c1e02
6 1 4 5c2800
2 2 4 4c1e02
3 2 4 4c1e02
4 2 4 401e03
5 2 4 5c2800
6 2 4 5c2800
0 3 4 532509
1 3 4 4c1e02
2 3 4 5c2800
3 3 4 5c2800
4 3 4 4c1e02
5 3 4 4c1e02
0 4 4 532509
5 4 4 532509
0 5 4 5c2800
5 5 4 532509
0 6 4 5c2800
4 6 4 5c2800
5 6 4 532509
0 7 4 5c2800
1 7 4 5c2800
2 7 4 5c2800
3 7 4 5c2800
4 7 4 5c2800
5 7 4 5c2800
1 8 4 5c2800
2 8 4 5c2800
3 8 4 5c2800
0 0 5 5c2800
1 0 5 5c2800
2 0 5 5c2800
3 0 5 5c2800
5 0 5 5c2800
6 0 5 5c2800
7 0 5 5c2800
8 0 5 dc9905
0 1 5 532509
