# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
12 -4 13 856a4c
13 -4 13 443629
6 -3 13 ab9171
8 -3 13 2e2218
9 -3 13 372613
10 -3 13 3c271c
11 -3 13 372613
12 -3 13 5e5133
13 -3 13 67513b
6 -2 13 ab9171
7 -2 13 a37e62
8 -2 13 2e2218
9 -2 13 2e2218
10 -2 13 3c271c
11 -2 13 3c271c
12 -2 13 464032
13 -2 13 464032
7 -1 13 9c7d5a
8 -1 13 ab9171
9 -1 13 372613
10 -1 13 372613
11 -1 13 382d1e
12 -1 13 3c271c
13 -1 13 4c2d1c
14 -1 13 b96d39
3 -15 14 3c271c
4 -15 14 372613
5 -15 14 382d1e
3 -14 14 3c271c
4 -14 14 3c271c
5 -14 14 3c271c
6 -14 14 3f2d1f
7 -14 14 3a2e25
3 -13 14 3c271c
4 -13 14 3c271c
5 -13 14 3c271c
6 -13 14 3c271c
7 -13 14 a37e62
8 -13 14 443629
3 -12 14 3c271c
4 -12 14 3c271c
5 -12 14 3c271c
6 -12 14 382d1e
7 -12 14 a58159
8 -12 14 a58159
9 -12 14 443629
3 -11 14 372613
4 -11 14 372613
5 -11 14 3c271c
6 -11 14 382d1e
7 -11 14 1e0f00
8 -11 14 a58159
9 -11 14 9c7d5a
3 -10 14 2e2218
4 -10 14 2e2218
5 -10 14 3c271c
6 -10 14 382d1e
7 -10 14 aa8663
8 -10 14 1e0f00
9 -10 14 a37e62
10 -10 14 a58159
0 -9 14 2e2218
1 -9 14 1c1810
2 -9 14 2b210c
4 -9 14 2e2218
5 -9 14 2e2218
6 -9 14 372613
7 -9 14 3c271c
8 -9 14 aa8663
9 -9 14 1c1810
10 -9 14 a37e62
2 -8 14 2b210c
3 -8 14 1c1810
4 -8 14 1c1810
5 -8 14 2e2218
6 -8 14 2e2218
7 -8 14 2e2218
8 -8 14 a37e62
9 -8 14 aa8663
10 -8 14 886e59
4 -7 14 1c1810
5 -7 14 1c1810
6 -7 14 2b210c
7 -7 14 2e2218
8 -7 14 9c7d5a
9 -7 14 a3826b
10 -7 14 191207
5 -6 14 1c1810
6 -6 14 1c1810
7 -6 14 2e2218
8 -6 14 67513b
9 -6 14 a3826b
10 -6 14 a58159
6 -5 14 202823
7 -5 14 2e2218
8 -5 14 2e2218
9 -5 14 8b8064
10 -5 14 a37e62
11 -5 14 1c1810
6 -4 14 1c1810
7 -4 14 2e2218
8 -4 14 2e2218
9 -4 14 574532
10 -4 14 886e59
11 -4 14 1e0f00
7 -3 14 886e59
8 -3 14 2b210c
9 -3 14 1c1810
10 -3 14 5e5133
11 -3 14 464032
12 -3 14 c19d73
13 -3 14 7f5f43
14 -3 14 571d08
15 -3 14 b06037
7 -2 14 a58159
8 -2 14 2b210c
9 -2 14 2e2218
10 -2 14 211d1c
11 -2 14 2a2a2a
12 -2 14 3b3732
13 -2 14 8f5230
14 -2 14 571d08
15 -2 14 b06037
7 -1 14 a37e62
8 -1 14 251707
9 -1 14 372613
14 -1 14 873d1d
15 -1 14 b06037
0 -16 15 3c271c
1 -16 15 382d1e
2 -16 15 382d1e
3 -16 15 3f2d1f
0 -15 15 3c271c
1 -15 15 3c271c
2 -15 15 3c271c
3 -15 15 a58159
4 -15 15 a58159
5 -15 15 9c7d5a
0 -14 15 3c271c
1 -14 15 3c271c
2 -14 15 3c271c
3 -14 15 191207
4 -14 15 a58159
5 -14 15 a58159
6 -14 15 a37e62
0 -13 15 3c271c
1 -13 15 3c271c
2 -13 15 3c271c
3 -13 15 aa8663
4 -13 15 aa8663
5 -13 15 191207
6 -13 15 a58159
0 -12 15 2e2218
1 -12 15 372613
2 -12 15 3c271c
3 -12 15 3c271c
4 -12 15 aa8663
5 -12 15 aa8663
6 -12 15 1e0f00
0 -11 15 2e2218
1 -11 15 2e2218
2 -11 15 2e2218
3 -11 15 2e2218
4 -11 15 3f2d1f
5 -11 15 aa8663
6 -11 15 aa8663
0 -10 15 1c1810
1 -10 15 2e2218
2 -10 15 2b210c
3 -10 15 2b210c
4 -10 15 3f2d1f
5 -10 15 3f2d1f
6 -10 15 a3826b
7 -10 15 aa8663
0 -9 15 1c1810
1 -9 15 1c1810
2 -9 15 2b210c
3 -9 15 2b210c
4 -9 15 2e2218
5 -9 15 191207
6 -9 15 3f2d1f
7 -9 15 aa8663
3 -8 15 1c1810
4 -8 15 1c1810
5 -8 15 1c1810
6 -8 15 191207
7 -8 15 3f2d1f
4 -7 15 1c1810
5 -7 15 5f705d
6 -7 15 1c1810
7 -7 15 1c1810
8 -7 15 886e59
6 -6 15 586155
7 -6 15 191207
8 -6 15 443629
6 -5 15 586155
7 -5 15 464032
8 -5 15 3a2e25
7 -4 15 586155
8 -4 15 b8956c
9 -4 15 b8956c
10 -4 15 b69b7d
11 -4 15 b69b7d
7 -3 15 4c453c
8 -3 15 2a2a2a
9 -3 15 211d1c
10 -3 15 464032
11 -3 15 b69b7d
12 -3 15 c4ac79
13 -3 15 c5af90
14 -3 15 b06037
15 -3 15 b06037
12 -2 15 bfa688
15 -2 15 b6612c
15 -1 15 b6612c
-3 1 0 c46837
-2 1 0 c46837
-1 1 0 c46837
-4 2 0 c46837
-3 2 0 c46837
-2 2 0 c7733b
-1 2 0 c46837
-3 3 0 c46837
-2 3 0 c7733b
-1 3 0 c7733b
-3 4 0 c46837
-2 4 0 c7733b
-1 4 0 c7733b
-3 5 0 c46837
-2 5 0 c7733b
-1 5 0 c7733b
-3 6 0 c7733b
-2 6 0 c7733b
-1 6 0 c7733b
-3 7 0 c7733b
-2 7 0 c7733b
-1 7 0 c46837
-2 8 0 b96d39
-1 8 0 ab5827
-2 9 0 b96d39
-1 9 0 b6612c
-3 0 1 ab5827
-2 0 1 b6612c
-1 0 1 c46837
-4 1 1 b6612c
-3 1 1 c46837
-2 1 1 c46837
-1 1 1 c46837
-4 2 1 b6612c
-3 2 1 9f420b
-2 2 1 c7733b
-1 2 1 c46837
-4 3 1 c7733b
-4 4 1 c7733b
-3 4 1 c46837
-3 5 1 c7733b
-3 6 1 c7733b
-3 7 1 c7733b
-1 7 1 c46837
-3 8 1 c7733b
-2 8 1 c7733b
-1 8 1 91461b
-2 9 1 c7733b
-1 9 1 c7733b
-3 0 2 b06037
-2 0 2 b6612c
-1 0 2 b96d39
-4 1 2 c7733b
-3 1 2 b06037
-2 1 2 c6612a
-1 1 2 c46837
-4 2 2 c7733b
-4 3 2 c7733b
-4 4 2 c7733b
-3 5 2 c7733b
-3 6 2 c7733b
-3 7 2 c7733b
-2 7 2 d18342
-1 7 2 cd7d36
-2 8 2 c7733b
-1 8 2 cd7d36
-2 9 2 c7733b
-1 9 2 d18342
-2 0 3 b6612c
-4 1 3 b6612c
-3 1 3 b06037
-2 1 3 b6612c
-1 1 3 785f55
-4 2 3 c7733b
-4 3 3 c7733b
-4 4 3 c7733b
-3 5 3 c7733b
-2 5 3 d18342
-1 5 3 d18342
-3 6 3 c7733b
-2 6 3 d18342
-1 6 3 d18342
-2 7 3 d18342
-1 7 3 d18342
-4 1 4 ab9171
-3 1 4 a3826b
-2 1 4 8b8064
-1 1 4 515355
-4 2 4 c4ac79
-4 3 4 c7733b
-4 4 4 c7733b
-3 4 4 d2b584
-1 4 4 d8bb8f
-3 5 4 ceb695
-2 5 4 d8bb8f
-1 5 4 d8bb8f
-2 6 4 d18342
-1 6 4 d18342
-4 1 5 a8a073
-3 1 5 1c1810
-2 1 5 1c1810
-1 1 5 aa8663
-4 2 5 bfa688
-4 3 5 c5af90
-4 4 5 ceb695
-3 4 5 d2b584
-2 4 5 d8bb8f
-1 4 5 d8bb8f
-3 5 5 d8bb8f
-2 5 5 d8bb8f
-1 5 5 d8bb8f
-3 1 6 1c1810
-2 1 6 1c1810
-1 1 6 251707
-4 2 6 bfa688
-3 2 6 191207
-1 2 6 c4ac79
-4 3 6 c5af90
-3 4 6 d2b584
-2 4 6 d8bb8f
-1 4 6 d8bb8f
-2 5 6 d8bb8f
-3 1 7 0c1104
-2 1 7 372613
-1 1 7 1c1810
-4 2 7 b69b7d
-3 2 7 ab9171
-1 2 7 c19d73
-4 3 7 2e2218
-3 4 7 2e2218
-2 4 7 2e2218
-1 4 7 372613
-2 5 7 2e2218
-4 0 8 b69b7d
-3 0 8 b69b7d
-2 0 8 bfa688
-1 0 8 c19d73
-3 1 8 9c7d5a
-2 1 8 9c7d5a
-1 1 8 9c7d5a
-4 2 8 aaa889
-3 2 8 ab9171
-1 2 8 aa8663
-4 3 8 2e2218
-4 4 8 2e2218
-3 4 8 2e2218
-2 4 8 2e2218
-1 4 8 2e2218
-2 5 8 2e2218
-7 0 9 2e2218
-6 0 9 2e2218
-5 0 9 a6967b
-4 0 9 ab9171
-3 0 9 b69b7d
-2 0 9 bfa688
-1 0 9 c19d73
-6 1 9 2e2218
-5 1 9 2e2218
-4 1 9 ab9171
-3 1 9 1c1810
-2 1 9 0c1104
-1 1 9 a6967b
-6 2 9 c5af90
-5 2 9 2e2218
-4 2 9 1c1810
-3 2 9 1c1810
-1 2 9 9c7d5a
-5 3 9 b69b7d
-4 3 9 2e2218
-4 4 9 2e2218
-3 4 9 2e2218
-2 4 9 2e2218
-1 4 9 2e2218
-2 5 9 2e2218
-8 0 10 ceb695
-7 0 10 ceb695
-6 0 10 2e2218
-8 1 10 ceb695
-7 1 10 c5af90
-6 1 10 321801
-8 2 10 c5af90
-7 2 10 c5af90
-6 2 10 c5af90
-5 2 10 bfa688
-7 3 10 c5af90
-6 3 10 bfa688
-5 3 10 b69b7d
-4 3 10 a3826b
-6 4 10 443629
-5 4 10 2e2218
-4 4 10 2b210c
-3 4 10 2e2218
-2 4 10 2e2218
-1 4 10 1c1810
-5 5 10 2e2218
-4 5 10 2e2218
-3 5 10 2e2218
-2 5 10 2e2218
-1 5 10 2e2218
-3 6 10 2e2218
-2 6 10 2e2218
-1 6 10 2e2218
-9 0 11 ceb695
-8 0 11 ceb695
-9 1 11 ceb695
-8 1 11 c5af90
-9 2 11 ceb695
-8 2 11 ceb695
-7 2 11 ceb695
-8 3 11 c5af90
-7 3 11 c5af90
-8 4 11 856a4c
-7 4 11 574532
-6 4 11 382d1e
-7 5 11 2e2218
-6 5 11 2e2218
-5 5 11 2e2218
-4 5 11 2e2218
-6 6 11 2e2218
-5 6 11 2e2218
-4 6 11 2e2218
-3 6 11 2e2218
-2 6 11 2e2218
-1 6 11 2e2218
-4 7 11 2e2218
-3 7 11 2e2218
-2 7 11 2e2218
-1 7 11 3c271c
-10 0 12 c5af90
-9 0 12 ceb695
-9 1 12 ceb695
-9 2 12 ceb695
-9 3 12 ceb695
-8 3 12 ceb695
-9 4 12 2e2218
-8 4 12 372613
-7 4 12 2e2218
-8 5 12 2e2218
-7 5 12 372613
-6 5 12 372613
-7 6 12 2e2218
-6 6 12 2e2218
-5 6 12 2e2218
-4 6 12 2e2218
-6 7 12 2e2218
-5 7 12 2e2218
-4 7 12 2e2218
-3 7 12 372613
-2 7 12 2e2218
-1 7 12 2e2218
-3 8 12 2e2218
-2 8 12 2e2218
-1 8 12 2e2218
-10 0 13 c5af90
-10 1 13 ceb695
-10 2 13 ceb695
-9 2 13 ceb695
-9 3 13 321801
-9 4 13 2e2218
-8 4 13 2e2218
-9 5 13 2e2218
-8 5 13 372613
-7 5 13 2e2218
-8 6 13 2e2218
-7 6 13 2e2218
-6 6 13 2e2218
-7 7 13 2e2218
-6 7 13 2e2218
-5 7 13 2e2218
-4 7 13 2e2218
-3 7 13 2e2218
-5 8 13 2e2218
-4 8 13 2e2218
-3 8 13 2e2218
-2 8 13 2e2218
-1 8 13 2e2218
-10 0 14 ceb695
-10 1 14 ceb695
-10 2 14 ceb695
-10 3 14 372613
-9 4 14 2e2218
-9 5 14 2e2218
-8 5 14 2e2218
-8 6 14 2e2218
-7 6 14 2e2218
-7 7 14 2e2218
-6 7 14 2e2218
-5 7 14 2e2218
-6 8 14 2e2218
-5 8 14 2e2218
-4 8 14 2e2218
-3 8 14 2e2218
-2 8 14 2e2218
-1 8 14 2e2218
-2 9 14 2e2218
-1 9 14 2e2218
-11 0 15 c5af90
-11 1 15 c5af90
-10 1 15 c5af90
-10 2 15 c5af90
-10 3 15 886e59
-10 4 15 2e2218
-9 4 15 2e2218
-9 5 15 2e2218
-8 6 15 2e2218
-7 6 15 2e2218
-8 7 15 2e2218
-7 7 15 2e2218
-6 7 15 2e2218
-6 8 15 2e2218
-5 8 15 2e2218
-4 8 15 2e2218
-3 8 15 2e2218
-2 8 15 2e2218
-1 8 15 2b210c
-4 9 15 2e2218
-3 9 15 2e2218
-2 9 15 2e2218
-1 9 15 1c1810
0 2 0 d06c40
1 2 0 c46837
2 2 0 c6612a
0 3 0 d06c40
1 3 0 d06c40
2 3 0 c6612a
3 3 0 9d6035
0 4 0 d06c40
1 4 0 d06c40
2 4 0 b06037
3 4 0 b6612c
4 4 0 c7733b
