# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
6 -3 9 791909
7 -3 9 cb9e78
8 -3 9 f7d0c2
9 -3 9 f7d0c2
10 -3 9 cb9e78
6 -2 9 791909
7 -2 9 791909
8 -2 9 e42f10
9 -2 9 e42f10
10 -2 9 f7d0c2
11 -2 9 cb9e78
6 -1 9 e42f10
7 -1 9 e42f10
8 -1 9 e42f10
9 -1 9 e42f10
10 -1 9 e42f10
11 -1 9 cb9e78
0 -8 10 72888f
1 -8 10 72888f
3 -8 10 3e3e3e
0 -7 10 72888f
1 -7 10 7b929a
2 -7 10 72888f
3 -7 10 3e3e3e
0 -6 10 72888f
1 -6 10 72888f
2 -6 10 72888f
0 -4 10 7b929a
1 -4 10 7b929a
2 -4 10 7b929a
3 -4 10 59832c
4 -4 10 cb9e78
5 -4 10 cb9e78
6 -4 10 cb9e78
5 -3 10 791909
6 -3 10 791909
7 -3 10 59832c
8 -3 10 59832c
9 -3 10 59832c
5 -2 10 791909
6 -2 10 e42f10
7 -2 10 791909
8 -2 10 791909
9 -2 10 f7d0c2
10 -2 10 e42f10
11 -2 10 f7d0c2
5 -1 10 e42f10
6 -1 10 e42f10
7 -1 10 e42f10
8 -1 10 e42f10
9 -1 10 e42f10
10 -1 10 e42f10
0 -4 11 839ba4
1 -4 11 839ba4
2 -4 11 839ba4
3 -4 11 59832c
4 -4 11 59832c
5 -4 11 59832c
6 -4 11 59832c
7 -4 11 59832c
8 -4 11 59832c
3 -3 11 8ba6af
5 -3 11 791909
6 -3 11 791909
7 -3 11 59832c
8 -3 11 59832c
9 -3 11 59832c
10 -3 11 59832c
11 -3 11 59832c
5 -2 11 791909
6 -2 11 791909
7 -2 11 791909
8 -2 11 791909
9 -2 11 791909
10 -2 11 791909
11 -2 11 f7d0c2
5 -1 11 791909
6 -1 11 791909
7 -1 11 791909
8 -1 11 791909
9 -1 11 791909
10 -1 11 791909
11 -1 11 59832c
0 -4 12 8ba6af
1 -4 12 8ba6af
2 -4 12 8ba6af
3 -4 12 8ba6af
4 -4 12 59832c
5 -4 12 59832c
6 -4 12 2b3438
0 -3 12 93afb9
1 -3 12 93afb9
2 -3 12 93afb9
3 -3 12 93afb9
4 -3 12 8ba6af
5 -3 12 2b3438
6 -3 12 2b3438
7 -3 12 59832c
8 -3 12 59832c
9 -3 12 59832c
10 -3 12 59832c
11 -3 12 59832c
0 -2 12 93afb9
1 -2 12 8ba6af
2 -2 12 8ba6af
3 -2 12 8ba6af
4 -2 12 93afb9
5 -2 12 628c30
6 -2 12 628c30
7 -2 12 628c30
8 -2 12 628c30
9 -2 12 628c30
10 -2 12 628c30
11 -2 12 59832c
0 -1 12 8ba6af
1 -1 12 8ba6af
2 -1 12 8ba6af
3 -1 12 8ba6af
4 -1 12 93afb9
5 -1 12 628c30
6 -1 12 628c30
7 -1 12 628c30
8 -1 12 628c30
9 -1 12 628c30
10 -1 12 628c30
11 -1 12 628c30
0 -3 13 93afb9
1 -3 13 93afb9
2 -3 13 8ba6af
3 -3 13 93afb9
5 -3 13 628c30
6 -3 13 628c30
9 -3 13 628c30
0 -2 13 93afb9
1 -2 13 93afb9
2 -2 13 93afb9
3 -2 13 4f5e64
4 -2 13 93afb9
5 -2 13 628c30
6 -2 13 628c30
7 -2 13 628c30
8 -2 13 628c30
9 -2 13 628c30
10 -2 13 628c30
11 -2 13 628c30
0 -1 13 9bb8c3
1 -1 13 93afb9
2 -1 13 93afb9
3 -1 13 4f5e64
4 -1 13 93afb9
5 -1 13 628c30
6 -1 13 628c30
7 -1 13 628c30
8 -1 13 628c30
9 -1 13 628c30
10 -1 13 628c30
11 -1 13 628c30
0 -2 14 93afb9
1 -2 14 9bb8c3
2 -2 14 9bb8c3
3 -2 14 93afb9
0 -1 14 93afb9
1 -1 14 9bb8c3
2 -1 14 9bb8c3
3 -1 14 9bb8c3
-1 0 2 487123
-3 0 6 58686f
-2 0 6 58686f
-1 0 6 4f5e64
-1 1 6 58686f
-1 4 6 58686f
-1 5 6 58686f
-7 0 7 61737a
-6 0 7 58686f
-5 0 7 58686f
-4 0 7 58686f
-3 0 7 58686f
-2 0 7 58686f
-1 0 7 4f5e64
-6 1 7 61737a
-5 1 7 61737a
-4 1 7 58686f
-3 1 7 58686f
-2 1 7 58686f
-1 1 7 58686f
-4 2 7 61737a
-3 2 7 61737a
-2 2 7 61737a
-1 2 7 61737a
-4 3 7 61737a
-3 3 7 61737a
-2 3 7 61737a
-1 3 7 58686f
-4 4 7 61737a
-3 4 7 61737a
-2 4 7 58686f
-1 4 7 58686f
-4 5 7 61737a
-3 5 7 61737a
-2 5 7 58686f
-1 5 7 58686f
-4 6 7 61737a
-3 6 7 61737a
-2 6 7 61737a
-1 6 7 58686f
-4 7 7 61737a
-3 7 7 61737a
-2 7 7 61737a
-4 8 7 61737a
-3 8 7 61737a
-2 8 7 61737a
-3 9 7 61737a
-10 0 8 697d84
-9 0 8 697d84
-8 0 8 61737a
-7 0 8 61737a
-6 0 8 61737a
-8 1 8 697d84
-7 1 8 697d84
-6 1 8 61737a
-5 1 8 61737a
-4 1 8 61737a
-3 1 8 61737a
-2 1 8 61737a
-1 1 8 61737a
-5 2 8 61737a
-4 2 8 61737a
-3 2 8 697d84
-2 2 8 61737a
-1 2 8 61737a
-5 3 8 61737a
-4 3 8 61737a
-3 3 8 61737a
-2 3 8 61737a
-1 3 8 61737a
-5 4 8 697d84
-4 4 8 61737a
-3 4 8 61737a
-2 4 8 61737a
-1 4 8 61737a
-5 5 8 697d84
-4 5 8 61737a
-3 5 8 61737a
-2 5 8 61737a
-1 5 8 61737a
-5 6 8 697d84
-4 6 8 61737a
-3 6 8 61737a
-2 6 8 61737a
-1 6 8 61737a
-5 7 8 697d84
-4 7 8 61737a
-3 7 8 61737a
-2 7 8 61737a
-1 7 8 61737a
-4 8 8 61737a
-3 8 8 61737a
-2 8 8 61737a
-1 8 8 61737a
-4 9 8 61737a
-3 9 8 61737a
-2 9 8 61737a
-4 10 8 61737a
-3 10 8 61737a
-4 11 8 697d84
-11 0 9 72888f
-10 0 9 72888f
-9 0 9 72888f
-8 0 9 72888f
-10 1 9 72888f
-9 1 9 72888f
-8 1 9 72888f
-7 1 9 72888f
-6 1 9 72888f
-5 1 9 72888f
-4 1 9 697d84
-3 1 9 697d84
-2 1 9 697d84
-1 1 9 697d84
-10 2 9 72888f
-9 2 9 72888f
-5 2 9 697d84
-4 2 9 697d84
-3 2 9 72888f
-2 2 9 72888f
-1 2 9 72888f
-10 3 9 72888f
-4 3 9 697d84
-3 3 9 72888f
-2 3 9 72888f
-1 3 9 697d84
-4 4 9 697d84
-3 4 9 697d84
-2 4 9 697d84
-1 4 9 72888f
-4 5 9 697d84
-3 5 9 697d84
-2 5 9 697d84
-1 5 9 72888f
-4 6 9 697d84
-3 6 9 697d84
-2 6 9 697d84
-1 6 9 697d84
-4 7 9 697d84
-3 7 9 697d84
-2 7 9 697d84
-1 7 9 697d84
-4 8 9 697d84
-3 8 9 697d84
-2 8 9 697d84
-4 9 9 697d84
-3 9 9 697d84
-4 10 9 697d84
-12 0 10 7b929a
-11 0 10 7b929a
-10 0 10 7b929a
-9 0 10 7b929a
-8 0 10 7b929a
-11 1 10 7b929a
-10 1 10 7b929a
-9 1 10 7b929a
-8 1 10 7b929a
-7 1 10 7b929a
-6 1 10 7b929a
-5 1 10 7b929a
-4 1 10 47555a
-3 1 10 47555a
-2 1 10 47555a
-11 2 10 7b929a
-10 2 10 7b929a
-9 2 10 7b929a
-5 2 10 7b929a
-4 2 10 7b929a
-3 2 10 47555a
-2 2 10 47555a
-1 2 10 7b929a
-11 3 10 7b929a
-10 3 10 7b929a
-9 3 10 7b929a
-11 4 10 7b929a
-10 4 10 7b929a
-12 0 11 839ba4
-11 0 11 839ba4
-10 0 11 839ba4
-9 0 11 839ba4
-8 0 11 839ba4
-7 0 11 839ba4
-6 0 11 8ba6af
-5 0 11 8ba6af
-9 1 11 7b929a
-8 1 11 839ba4
-7 1 11 839ba4
-6 1 11 839ba4
-5 1 11 839ba4
-4 1 11 839ba4
-3 1 11 839ba4
-2 1 11 8ba6af
-1 1 11 8ba6af
-4 2 11 839ba4
-3 2 11 839ba4
-2 2 11 839ba4
-1 2 11 839ba4
-11 0 12 8ba6af
-10 0 12 8ba6af
-9 0 12 8ba6af
-6 0 12 8ba6af
-5 0 12 8ba6af
-4 0 12 8ba6af
-3 0 12 93afb9
-2 0 12 93afb9
-1 0 12 93afb9
-5 1 12 8ba6af
-4 1 12 8ba6af
-3 1 12 8ba6af
-2 1 12 8ba6af
-1 1 12 93afb9
-1 2 12 8ba6af
-11 0 13 9bb8c3
-10 0 13 9bb8c3
-2 0 13 93afb9
-1 0 13 93afb9
0 0 1 375f1b
1 0 1 375f1b
2 0 1 375f1b
3 0 1 375f1b
4 0 1 375f1b
0 0 2 487123
1 0 2 487123
2 0 2 487123
3 0 2 487123
4 0 2 487123
1 0 3 59832c
2 0 3 59832c
3 0 3 59832c
4 0 3 487123
0 0 6 4f5e64
1 0 6 4f5e64
2 0 6 4f5e64
3 0 6 58686f
0 1 6 58686f
1 1 6 58686f
0 3 6 4f5e64
1 3 6 58686f
3 3 6 3e3e3e
0 4 6 4f5e64
1 4 6 4f5e64
2 4 6 4f5e64
3 4 6 3e3e3e
0 5 6 4f5e64
1 5 6 4f5e64
2 5 6 4f5e64
0 6 6 58686f
1 6 6 4f5e64
0 0 7 4f5e64
1 0 7 4f5e64
2 0 7 58686f
3 0 7 58686f
4 0 7 487123
5 0 7 487123
6 0 7 cb9e78
7 0 7 cb9e78
8 0 7 cb9e78
9 0 7 cb9e78
10 0 7 cb9e78
0 1 7 58686f
1 1 7 58686f
2 1 7 58686f
3 1 7 58686f
4 1 7 487123
5 1 7 487123
8 1 7 cb9e78
9 1 7 cb9e78
0 2 7 58686f
1 2 7 61737a
2 2 7 61737a
0 3 7 58686f
1 3 7 58686f
2 3 7 58686f
3 3 7 3e3e3e
0 4 7 58686f
2 4 7 131718
3 4 7 3e3e3e
0 5 7 58686f
2 5 7 131718
3 5 7 3e3e3e
0 6 7 58686f
1 6 7 58686f
2 6 7 58686f
3 6 7 3e3e3e
3 7 7 3e3e3e
5 0 8 487123
6 0 8 cb9e78
7 0 8 cb9e78
8 0 8 791909
9 0 8 791909
10 0 8 cb9e78
11 0 8 cb9e78
0 1 8 61737a
1 1 8 61737a
2 1 8 61737a
3 1 8 487123
4 1 8 487123
5 1 8 487123
6 1 8 cb9e78
7 1 8 cb9e78
8 1 8 cb9e78
9 1 8 cb9e78
10 1 8 cb9e78
0 2 8 61737a
1 2 8 61737a
2 2 8 61737a
3 2 8 487123
4 2 8 487123
5 2 8 487123
6 2 8 cb9e78
7 2 8 cb9e78
0 3 8 61737a
1 3 8 61737a
2 3 8 61737a
0 4 8 61737a
2 4 8 131718
3 4 8 39454a
0 5 8 61737a
2 5 8 131718
3 5 8 39454a
0 6 8 61737a
1 6 8 61737a
2 6 8 61737a
3 6 8 3e3e3e
3 7 8 3e3e3e
6 0 9 791909
7 0 9 791909
8 0 9 f7d0c2
9 0 9 f7d0c2
10 0 9 f7d0c2
11 0 9 cb9e78
0 1 9 697d84
1 1 9 697d84
2 1 9 697d84
6 1 9 cb9e78
7 1 9 cb9e78
8 1 9 f7d0c2
9 1 9 f7d0c2
0 2 9 72888f
1 2 9 72888f
2 2 9 72888f
3 2 9 487123
4 2 9 487123
5 2 9 cb9e78
6 2 9 cb9e78
7 2 9 cb9e78
0 3 9 72888f
1 3 9 72888f
2 3 9 697d84
3 3 9 3e3e3e
0 4 9 72888f
1 4 9 72888f
2 4 9 131718
3 4 9 3e3e3e
0 5 9 72888f
1 5 9 72888f
2 5 9 131718
3 5 9 3e3e3e
0 6 9 72888f
1 6 9 72888f
2 6 9 697d84
5 0 10 791909
6 0 10 791909
7 0 10 791909
8 0 10 791909
9 0 10 f7d0c2
10 0 10 f7d0c2
11 0 10 f7d0c2
5 1 10 cb9e78
6 1 10 cb9e78
7 1 10 59832c
8 1 10 59832c
9 1 10 59832c
0 2 10 7b929a
1 2 10 7b929a
2 2 10 7b929a
3 2 10 59832c
4 2 10 cb9e78
5 2 10 cb9e78
6 2 10 cb9e78
3 3 10 3e3e3e
0 4 10 72888f
1 4 10 72888f
2 4 10 72888f
3 4 10 3e3e3e
0 5 10 72888f
1 5 10 7b929a
2 5 10 72888f
5 0 11 791909
6 0 11 791909
7 0 11 791909
8 0 11 791909
9 0 11 791909
10 0 11 791909
11 0 11 59832c
1 1 11 8ba6af
2 1 11 8ba6af
3 1 11 839ba4
5 1 11 791909
6 1 11 791909
7 1 11 59832c
8 1 11 59832c
9 1 11 59832c
10 1 11 59832c
11 1 11 59832c
0 2 11 839ba4
1 2 11 839ba4
2 2 11 839ba4
3 2 11 59832c
4 2 11 59832c
5 2 11 59832c
6 2 11 59832c
7 2 11 59832c
0 0 12 93afb9
1 0 12 8ba6af
2 0 12 8ba6af
3 0 12 93afb9
4 0 12 93afb9
5 0 12 628c30
6 0 12 628c30
7 0 12 628c30
8 0 12 628c30
9 0 12 628c30
10 0 12 628c30
11 0 12 59832c
0 1 12 93afb9
1 1 12 93afb9
2 1 12 93afb9
3 1 12 8ba6af
4 1 12 59832c
5 1 12 2b3438
6 1 12 59832c
7 1 12 59832c
8 1 12 59832c
9 1 12 59832c
10 1 12 59832c
11 1 12 59832c
0 2 12 8ba6af
1 2 12 8ba6af
2 2 12 8ba6af
4 2 12 59832c
5 2 12 59832c
6 2 12 2b3438
0 0 13 93afb9
1 0 13 4f5e64
2 0 13 4f5e64
3 0 13 4f5e64
4 0 13 93afb9
5 0 13 628c30
6 0 13 628c30
7 0 13 628c30
8 0 13 628c30
9 0 13 628c30
10 0 13 628c30
0 1 13 93afb9
1 1 13 93afb9
2 1 13 8ba6af
5 1 13 628c30
6 1 13 628c30
0 0 14 93afb9
1 0 14 9bb8c3
2 0 14 9bb8c3
3 0 14 93afb9
-11 -1 16 b1d2de
